70 3622
0 23 467
23 0 467
0 50 2129
50 0 2129
0 10 2031
10 0 2031
0 60 2644
60 0 2644
0 35 2060
35 0 2060
0 26 4891
26 0 4891
0 18 3977
18 0 3977
0 58 846
58 0 846
0 5 111
5 0 111
0 12 2753
12 0 2753
0 40 290
40 0 290
0 24 1697
24 0 1697
0 47 3480
47 0 3480
0 2 973
2 0 973
0 15 2250
15 0 2250
0 42 691
42 0 691
0 28 4094
28 0 4094
0 62 2903
62 0 2903
0 31 3727
31 0 3727
0 49 4989
49 0 4989
0 43 2797
43 0 2797
0 4 576
4 0 576
0 51 888
51 0 888
0 25 4561
25 0 4561
0 30 395
30 0 395
0 46 4272
46 0 4272
0 66 4582
66 0 4582
0 48 3026
48 0 3026
0 14 1052
14 0 1052
0 53 2325
53 0 2325
0 68 2900
68 0 2900
0 69 3702
69 0 3702
0 34 1935
34 0 1935
0 27 2351
27 0 2351
0 54 1505
54 0 1505
0 56 3439
56 0 3439
0 63 4387
63 0 4387
0 20 2883
20 0 2883
0 11 4066
11 0 4066
0 44 551
44 0 551
0 38 1034
38 0 1034
0 67 1596
67 0 1596
0 37 4375
37 0 4375
0 8 3973
8 0 3973
0 65 432
65 0 432
0 1 3289
1 0 3289
0 21 4166
21 0 4166
0 13 113
13 0 113
0 59 1654
59 0 1654
0 9 1912
9 0 1912
0 55 5415
55 0 5415
1 38 582
38 1 582
1 57 205
57 1 205
1 6 3553
6 1 3553
1 5 581
5 1 581
1 47 1505
47 1 1505
1 48 5157
48 1 5157
1 26 292
26 1 292
1 4 3586
4 1 3586
1 50 3363
50 1 3363
1 58 2713
58 1 2713
1 52 3214
52 1 3214
1 8 4858
8 1 4858
1 15 4263
15 1 4263
1 63 2349
63 1 2349
1 31 5096
31 1 5096
1 9 2664
9 1 2664
1 68 1471
68 1 1471
1 20 2994
20 1 2994
1 30 2213
30 1 2213
1 45 4273
45 1 4273
1 67 1802
67 1 1802
1 18 2252
18 1 2252
1 21 1859
21 1 1859
1 53 3063
53 1 3063
1 32 3940
32 1 3940
1 51 4257
51 1 4257
1 59 2792
59 1 2792
1 17 3966
17 1 3966
1 22 3023
22 1 3023
1 61 5264
61 1 5264
1 11 461
11 1 461
1 55 19
55 1 19
1 40 107
40 1 107
1 19 551
19 1 551
1 66 155
66 1 155
1 23 858
23 1 858
1 25 127
25 1 127
1 35 1069
35 1 1069
1 41 4396
41 1 4396
1 34 1644
34 1 1644
1 62 2993
62 1 2993
1 14 2600
14 1 2600
2 30 2202
30 2 2202
2 7 1614
7 2 1614
2 17 421
17 2 421
2 56 1963
56 2 1963
2 5 1299
5 2 1299
2 42 1799
42 2 1799
2 53 42
53 2 42
2 22 2368
22 2 2368
2 20 1361
20 2 1361
2 64 3133
64 2 3133
2 25 4032
25 2 4032
2 34 3883
34 2 3883
2 44 892
44 2 892
2 68 1224
68 2 1224
2 18 1589
18 2 1589
2 50 847
50 2 847
2 41 1578
