30 870
0 1 722
1 0 722
0 2 1011
2 0 1011
0 3 51
3 0 51
0 4 344
4 0 344
0 5 138
5 0 138
0 6 347
6 0 347
0 7 385
7 0 385
0 8 914
8 0 914
0 9 797
9 0 797
0 10 495
10 0 495
0 11 895
11 0 895
0 12 998
12 0 998
0 13 868
13 0 868
0 14 301
14 0 301
0 15 129
15 0 129
0 16 1028
16 0 1028
0 17 1015
17 0 1015
0 18 759
18 0 759
0 19 599
19 0 599
0 20 496
20 0 496
0 21 1284
21 0 1284
0 22 491
22 0 491
0 23 1248
23 0 1248
0 24 666
24 0 666
0 25 349
25 0 349
0 26 298
26 0 298
0 27 1209
27 0 1209
0 28 482
28 0 482
0 29 349
29 0 349
1 2 585
2 1 585
1 3 458
3 1 458
1 4 10
4 1 10
1 5 297
5 1 297
1 6 550
6 1 550
1 7 1258
7 1 1258
1 8 426
8 1 426
1 9 688
9 1 688
1 10 1223
10 1 1223
1 11 718
11 1 718
1 12 658
12 1 658
1 13 682
13 1 682
1 14 112
14 1 112
1 15 952
15 1 952
1 16 1215
16 1 1215
1 17 1002
17 1 1002
1 18 44
18 1 44
1 19 332
19 1 332
1 20 1023
20 1 1023
1 21 82
21 1 82
1 22 906
22 1 906
1 23 940
23 1 940
1 24 468
24 1 468
1 25 651
25 1 651
1 26 1089
26 1 1089
1 27 826
27 1 826
1 28 1277
28 1 1277
1 29 310
29 1 310
2 3 700
3 2 700
2 4 90
4 2 90
2 5 102
5 2 102
2 6 964
6 2 964
2 7 943
7 2 943
2 8 1064
8 2 1064
2 9 501
9 2 501
2 10 1048
10 2 1048
2 11 867
11 2 867
2 12 54
12 2 54
2 13 475
13 2 475
2 14 691
14 2 691
2 15 683
15 2 683
2 16 400
16 2 400
2 17 1130
17 2 1130
2 18 12
18 2 12
2 19 995
19 2 995
2 20 1294
20 2 1294
2 21 732
21 2 732
2 22 327
22 2 327
2 23 507
23 2 507
2 24 509
24 2 509
2 25 425
25 2 425
2 26 55
26 2 55
2 27 428
27 2 428
2 28 197
28 2 197
2 29 394
29 2 394
3 4 35
4 3 35
3 5 366
5 3 366
3 6 801
6 3 801
3 7 736
7 3 736
3 8 85
8 3 85
3 9 189
9 3 189
3 10 234
10 3 234
3 11 181
11 3 181
3 12 1062
12 3 1062
3 13 1300
13 3 1300
3 14 1107
14 3 1107
3 15 700
15 3 700
3 16 467
16 3 467
3 17 988
17 3 988
3 18 882
18 3 882
3 19 375
19 3 375
3 20 400
20 3 400
3 21 226
21 3 226
3 22 1048
22 3 1048
3 23 219
23 3 219
3 24 210
24 3 210
3 25 770
25 3 770
3 26 1256
26 3 1256
3 27 833
27 3 833
3 28 33
28 3 33
3 29 1212
29 3 1212
4 5 488
5 4 488
4 6 559
6 4 559
4 7 1106
7 4 1106
4 8 612
8 4 612
4 9 1171
9 4 1171
4 10 758
10 4 758
4 11 744
11 4 744
4 12 1100
12 4 1100
4 13 392
13 4 392
4 14 1235
14 4 1235
4 15 842
15 4 842
4 16 1095
16 4 1095
4 17 460
17 4 460
4 18 849
18 4 849
4 19 441
19 4 441
4 20 1214
20 4 1214
4 21 1069
21 4 1069
4 22 718
22 4 718
4 23 1065
23 4 1065
4 24 1175
24 4 1175
4 25 139
25 4 139
4 26 924
26 4 924
4 27 1109
27 4 1109
4 28 114
28 4 114
4 29 614
29 4 614
5 6 643
6 5 643
5 7 1289
7 5 1289
5 8 633
8 5 633
5 9 528
9 5 528
5 10 679
10 5 679
5 11 129
11 5 129
5 12 613
12 5 613
5 13 215
13 5 215
5 14 877
14 5 877
5 15 491
15 5 491
5 16 425
16 5 425
5 17 133
17 5 133
5 18 424
18 5 424
5 19 996
19 5 996
5 20 620
20 5 620
5 21 803
21 5 803
5 22 858
22 5 858
5 23 792
23 5 792
5 24 259
24 5 259
5 25 815
25 5 815
5 26 1272
26 5 1272
5 27 964
27 5 964
5 28 825
28 5 825
5 29 664
29 5 664
6 7 548
7 6 548
6 8 494
8 6 494
6 9 1102
9 6 1102
6 10 1285
10 6 1285
6 11 55
11 6 55
6 12 173
12 6 173
6 13 549
13 6 549
6 14 287
14 6 287
6 15 1291
15 6 1291
6 16 320
16 6 320
6 17 902
17 6 902
6 18 580
18 6 580
6 19 339
19 6 339
6 20 378
20 6 378
6 21 408
21 6 408
6 22 1012
22 6 1012
6 23 590
23 6 590
6 24 518
24 6 518
6 25 264
25 6 264
6 26 767
26 6 767
6 27 1050
27 6 1050
6 28 719
28 6 719
6 29 379
29 6 379
7 8 641
8 7 641
7 9 658
9 7 658
7 10 143
10 7 143
7 11 916
11 7 916
7 12 1038
12 7 1038
7 13 1286
13 7 1286
7 14 709
14 7 709
7 15 727
15 7 727
7 16 1149
16 7 1149
7 17 240
17 7 240
7 18 362
18 7 362
7 19 1247
19 7 1247
7 20 1021
20 7 1021
7 21 869
21 7 869
7 22 711
22 7 711
7 23 1203
23 7 1203
7 24 870
24 7 870
7 25 549
25 7 549
7 26 288
26 7 288
7 27 104
27 7 104
7 28 473
28 7 473
7 29 383
29 7 383
8 9 834
9 8 834
8 10 1290
10 8 1290
8 11 590
11 8 590
8 12 724
12 8 724
8 13 1048
13 8 1048
8 14 414
14 8 414
8 15 742
15 8 742
8 16 1049
16 8 1049
8 17 249
17 8 249
8 18 1205
18 8 1205
8 19 511
19 8 511
8 20 691
20 8 691
8 21 49
21 8 49
8 22 420
22 8 420
8 23 613
23 8 613
8 24 376
24 8 376
8 25 111
25 8 111
8 26 644
26 8 644
8 27 60
27 8 60
8 28 162
28 8 162
8 29 65
29 8 65
9 10 286
10 9 286
9 11 1211
11 9 1211
9 12 1014
12 9 1014
9 13 90
13 9 90
9 14 748
14 9 748
9 15 1043
15 9 1043
9 16 591
16 9 591
9 17 774
17 9 774
9 18 96
18 9 96
9 19 9
19 9 9
9 20 503
20 9 503
9 21 830
21 9 830
9 22 978
22 9 978
9 23 1077
23 9 1077
9 24 1090
24 9 1090
9 25 84
25 9 84
9 26 145
26 9 145
9 27 849
27 9 849
9 28 1282
28 9 1282
9 29 1177
29 9 1177
10 11 184
11 10 184
10 12 222
12 10 222
10 13 331
13 10 331
10 14 1298
14 10 1298
10 15 923
15 10 923
10 16 914
16 10 914
10 17 1032
17 10 1032
10 18 6
18 10 6
10 19 881
19 10 881
10 20 600
20 10 600
10 21 233
21 10 233
10 22 1040
22 10 1040
10 23 309
23 10 309
10 24 583
24 10 583
10 25 36
25 10 36
10 26 446
26 10 446
10 27 992
27 10 992
10 28 1262
28 10 1262
10 29 572
29 10 572
11 12 581
12 11 581
11 13 1010
13 11 1010
11 14 443
14 11 443
11 15 825
15 11 825
11 16 839
16 11 839
11 17 322
17 11 322
11 18 227
18 11 227
11 19 806
19 11 806
11 20 697
20 11 697
11 21 1219
21 11 1219
11 22 792
22 11 792
11 23 441
23 11 441
11 24 228
24 11 228
11 25 1255
25 11 1255
11 26 1065
26 11 1065
11 27 695
27 11 695
11 28 238
28 11 238
11 29 229
29 11 229
12 13 826
13 12 826
12 14 1029
14 12 1029
12 15 570
15 12 570
12 16 516
16 12 516
12 17 970
17 12 970
12 18 776
18 12 776
12 19 1179
19 12 1179
12 20 1149
20 12 1149
12 21 869
21 12 869
12 22 94
22 12 94
12 23 326
23 12 326
12 24 1302
24 12 1302
12 25 1120
25 12 1120
12 26 186
26 12 186
12 27 271
27 12 271
12 28 700
28 12 700
12 29 1247
29 12 1247
13 14 1104
14 13 1104
13 15 249
15 13 249
13 16 488
16 13 488
13 17 1110
17 13 1110
13 18 401
18 13 401
13 19 98
19 13 98
13 20 389
20 13 389
13 21 36
21 13 36
13 22 448
22 13 448
13 23 232
23 13 232
13 24 1022
24 13 1022
13 25 221
25 13 221
13 26 208
26 13 208
13 27 163
27 13 163
13 28 63
28 13 63
13 29 1167
29 13 1167
14 15 739
15 14 739
14 16 650
16 14 650
14 17 1067
17 14 1067
14 18 336
18 14 336
14 19 818
19 14 818
14 20 659
20 14 659
14 21 1132
21 14 1132
14 22 79
22 14 79
14 23 910
23 14 910
14 24 627
24 14 627
14 25 1123
25 14 1123
14 26 813
26 14 813
14 27 688
27 14 688
14 28 324
28 14 324
14 29 465
29 14 465
15 16 1110
16 15 1110
15 17 1
17 15 1
15 18 1233
18 15 1233
15 19 1015
19 15 1015
15 20 983
20 15 983
15 21 251
21 15 251
15 22 664
22 15 664
15 23 858
23 15 858
15 24 222
24 15 222
15 25 646
25 15 646
15 26 1044
26 15 1044
15 27 379
27 15 379
15 28 1288
28 15 1288
15 29 1286
29 15 1286
16 17 418
17 16 418
16 18 374
18 16 374
16 19 1106
19 16 1106
16 20 456
20 16 456
16 21 43
21 16 43
16 22 563
22 16 563
16 23 347
23 16 347
16 24 930
24 16 930
16 25 89
25 16 89
16 26 1213
26 16 1213
16 27 141
27 16 141
16 28 754
28 16 754
16 29 199
29 16 199
17 18 702
18 17 702
17 19 525
19 17 525
17 20 234
20 17 234
17 21 1209
21 17 1209
17 22 267
22 17 267
17 23 545
23 17 545
17 24 602
24 17 602
17 25 387
25 17 387
17 26 131
26 17 131
17 27 946
27 17 946
17 28 1
28 17 1
17 29 1036
29 17 1036
18 19 1240
19 18 1240
18 20 442
20 18 442
18 21 1092
21 18 1092
18 22 708
22 18 708
18 23 1018
23 18 1018
18 24 47
24 18 47
18 25 33
25 18 33
18 26 648
26 18 648
18 27 192
27 18 192
18 28 916
28 18 916
18 29 243
29 18 243
19 20 658
20 19 658
19 21 622
21 19 622
19 22 898
22 19 898
19 23 881
23 19 881
19 24 992
24 19 992
19 25 601
25 19 601
19 26 1282
26 19 1282
19 27 996
27 19 996
19 28 304
28 19 304
19 29 1261
29 19 1261
20 21 970
21 20 970
20 22 1211
22 20 1211
20 23 124
23 20 124
20 24 746
24 20 746
20 25 1300
25 20 1300
20 26 964
26 20 964
20 27 869
27 20 869
20 28 946
28 20 946
20 29 356
29 20 356
21 22 88
22 21 88
21 23 599
23 21 599
21 24 807
24 21 807
21 25 1272
25 21 1272
21 26 1172
26 21 1172
21 27 1269
27 21 1269
21 28 384
28 21 384
21 29 78
29 21 78
22 23 266
23 22 266
22 24 836
24 22 836
22 25 162
25 22 162
22 26 1236
26 22 1236
22 27 64
27 22 64
22 28 651
28 22 651
22 29 57
29 22 57
23 24 1260
24 23 1260
23 25 747
25 23 747
23 26 771
26 23 771
23 27 593
27 23 593
23 28 97
28 23 97
23 29 273
29 23 273
24 25 92
25 24 92
24 26 433
26 24 433
24 27 1249
27 24 1249
24 28 144
28 24 144
24 29 1207
29 24 1207
25 26 1193
26 25 1193
25 27 81
27 25 81
25 28 919
28 25 919
25 29 1154
29 25 1154
26 27 316
27 26 316
26 28 1190
28 26 1190
26 29 1107
29 26 1107
27 28 711
28 27 711
27 29 998
29 27 998
28 29 479
29 28 479
