20 380
0 1 19
1 0 19
0 2 252
2 0 252
0 3 119
3 0 119
0 4 145
4 0 145
0 5 446
5 0 446
0 6 51
6 0 51
0 7 282
7 0 282
0 8 231
8 0 231
0 9 555
9 0 555
0 10 363
10 0 363
0 11 564
11 0 564
0 12 201
12 0 201
0 13 35
13 0 35
0 14 93
14 0 93
0 15 483
15 0 483
0 16 97
16 0 97
0 17 77
17 0 77
0 18 82
18 0 82
0 19 358
19 0 358
1 2 421
2 1 421
1 3 207
3 1 207
1 4 565
4 1 565
1 5 384
5 1 384
1 6 395
6 1 395
1 7 557
7 1 557
1 8 403
8 1 403
1 9 511
9 1 511
1 10 337
10 1 337
1 11 521
11 1 521
1 12 510
12 1 510
1 13 138
13 1 138
1 14 425
14 1 425
1 15 306
15 1 306
1 16 403
16 1 403
1 17 27
17 1 27
1 18 484
18 1 484
1 19 296
19 1 296
2 3 299
3 2 299
2 4 79
4 2 79
2 5 191
5 2 191
2 6 145
6 2 145
2 7 1
7 2 1
2 8 550
8 2 550
2 9 19
9 2 19
2 10 205
10 2 205
2 11 469
11 2 469
2 12 35
12 2 35
2 13 18
13 2 18
2 14 253
14 2 253
2 15 102
15 2 102
2 16 123
16 2 123
2 17 306
17 2 306
2 18 523
18 2 523
2 19 353
19 2 353
3 4 173
4 3 173
3 5 369
5 3 369
3 6 119
6 3 119
3 7 304
7 3 304
3 8 154
8 3 154
3 9 32
9 3 32
3 10 399
10 3 399
3 11 44
11 3 44
3 12 192
12 3 192
3 13 280
13 3 280
3 14 12
14 3 12
3 15 258
15 3 258
3 16 243
16 3 243
3 17 92
17 3 92
3 18 99
18 3 99
3 19 109
19 3 109
4 5 504
5 4 504
4 6 7
6 4 7
4 7 134
7 4 134
4 8 392
8 4 392
4 9 230
9 4 230
4 10 124
10 4 124
4 11 428
11 4 428
4 12 112
12 4 112
4 13 22
13 4 22
4 14 413
14 4 413
4 15 290
15 4 290
4 16 199
16 4 199
4 17 363
17 4 363
4 18 452
18 4 452
4 19 105
19 4 105
5 6 517
6 5 517
5 7 267
7 5 267
5 8 361
8 5 361
5 9 498
9 5 498
5 10 431
10 5 431
5 11 516
11 5 516
5 12 134
12 5 134
5 13 514
13 5 514
5 14 31
14 5 31
5 15 368
15 5 368
5 16 79
16 5 79
5 17 197
17 5 197
5 18 304
18 5 304
5 19 98
19 5 98
6 7 188
7 6 188
6 8 516
8 6 516
6 9 258
9 6 258
6 10 556
10 6 556
6 11 451
11 6 451
6 12 282
12 6 282
6 13 318
13 6 318
6 14 503
14 6 503
6 15 389
15 6 389
6 16 514
16 6 514
6 17 421
17 6 421
6 18 539
18 6 539
6 19 436
19 6 436
7 8 182
8 7 182
7 9 23
9 7 23
7 10 3
10 7 3
7 11 55
11 7 55
7 12 42
12 7 42
7 13 401
13 7 401
7 14 53
14 7 53
7 15 131
15 7 131
7 16 346
16 7 346
7 17 141
17 7 141
7 18 267
18 7 267
7 19 20
19 7 20
8 9 45
9 8 45
8 10 49
10 8 49
8 11 376
11 8 376
8 12 202
12 8 202
8 13 331
13 8 331
8 14 115
14 8 115
8 15 503
15 8 503
8 16 95
16 8 95
8 17 92
17 8 92
8 18 403
18 8 403
8 19 49
19 8 49
9 10 192
10 9 192
9 11 87
11 9 87
9 12 185
12 9 185
9 13 516
13 9 516
9 14 459
14 9 459
9 15 360
15 9 360
9 16 24
16 9 24
9 17 15
17 9 15
9 18 66
18 9 66
9 19 147
19 9 147
10 11 412
11 10 412
10 12 353
12 10 353
10 13 15
13 10 15
10 14 484
14 10 484
10 15 194
15 10 194
10 16 532
16 10 532
10 17 357
17 10 357
10 18 17
18 10 17
10 19 12
19 10 12
11 12 193
12 11 193
11 13 173
13 11 173
11 14 317
14 11 317
11 15 472
15 11 472
11 16 130
16 11 130
11 17 567
17 11 567
11 18 199
18 11 199
11 19 280
19 11 280
12 13 495
13 12 495
12 14 53
14 12 53
12 15 30
15 12 30
12 16 390
16 12 390
12 17 111
17 12 111
12 18 58
18 12 58
12 19 58
19 12 58
13 14 556
14 13 556
13 15 375
15 13 375
13 16 447
16 13 447
13 17 512
17 13 512
13 18 242
18 13 242
13 19 131
19 13 131
14 15 32
15 14 32
14 16 264
16 14 264
14 17 190
17 14 190
14 18 156
18 14 156
14 19 127
19 14 127
15 16 409
16 15 409
15 17 131
17 15 131
15 18 324
18 15 324
15 19 524
19 15 524
16 17 213
17 16 213
16 18 482
18 16 482
16 19 393
19 16 393
17 18 173
18 17 173
17 19 48
19 17 48
18 19 565
19 18 565
