100 9900
0 1 2278
1 0 2278
0 2 13501
2 0 13501
0 3 611
3 0 611
0 4 2064
4 0 2064
0 5 773
5 0 773
0 6 38
6 0 38
0 7 9560
7 0 9560
0 8 3553
8 0 3553
0 9 3316
9 0 3316
0 10 9193
10 0 9193
0 11 461
11 0 461
0 12 12514
12 0 12514
0 13 113
13 0 113
0 14 4473
14 0 4473
0 15 11171
15 0 11171
0 16 1388
16 0 1388
0 17 6901
17 0 6901
0 18 738
18 0 738
0 19 396
19 0 396
0 20 2356
20 0 2356
0 21 1866
21 0 1866
0 22 8756
22 0 8756
0 23 3874
23 0 3874
0 24 1316
24 0 1316
0 25 13146
25 0 13146
0 26 13345
26 0 13345
0 27 5150
27 0 5150
0 28 9940
28 0 9940
0 29 2216
29 0 2216
0 30 10598
30 0 10598
0 31 6033
31 0 6033
0 32 7460
32 0 7460
0 33 13267
33 0 13267
0 34 9108
34 0 9108
0 35 1257
35 0 1257
0 36 125
36 0 125
0 37 14317
37 0 14317
0 38 3675
38 0 3675
0 39 185
39 0 185
0 40 3221
40 0 3221
0 41 12729
41 0 12729
0 42 13424
42 0 13424
0 43 4044
43 0 4044
0 44 51
44 0 51
0 45 10266
45 0 10266
0 46 14758
46 0 14758
0 47 13514
47 0 13514
0 48 7868
48 0 7868
0 49 3560
49 0 3560
0 50 6589
50 0 6589
0 51 14133
51 0 14133
0 52 2470
52 0 2470
0 53 1408
53 0 1408
0 54 5193
54 0 5193
0 55 6610
55 0 6610
0 56 11903
56 0 11903
0 57 892
57 0 892
0 58 4045
58 0 4045
0 59 2827
59 0 2827
0 60 4961
60 0 4961
0 61 879
61 0 879
0 62 5034
62 0 5034
0 63 3983
63 0 3983
0 64 4863
64 0 4863
0 65 7078
65 0 7078
0 66 9369
66 0 9369
0 67 5551
67 0 5551
0 68 945
68 0 945
0 69 11871
69 0 11871
0 70 6372
70 0 6372
0 71 10888
71 0 10888
0 72 1561
72 0 1561
0 73 13336
73 0 13336
0 74 14537
74 0 14537
0 75 13298
75 0 13298
0 76 3947
76 0 3947
0 77 11645
77 0 11645
0 78 9291
78 0 9291
0 79 2843
79 0 2843
0 80 14732
80 0 14732
0 81 8077
81 0 8077
0 82 13842
82 0 13842
0 83 4949
83 0 4949
0 84 10816
84 0 10816
0 85 2996
85 0 2996
0 86 4033
86 0 4033
0 87 5621
87 0 5621
0 88 9976
88 0 9976
0 89 9765
89 0 9765
0 90 2636
90 0 2636
0 91 8759
91 0 8759
0 92 11003
92 0 11003
0 93 4436
93 0 4436
0 94 5717
94 0 5717
0 95 3904
95 0 3904
0 96 412
96 0 412
0 97 13988
97 0 13988
0 98 13242
98 0 13242
0 99 5401
99 0 5401
1 2 1401
2 1 1401
1 3 3348
3 1 3348
1 4 163
4 1 163
1 5 6856
5 1 6856
1 6 7036
6 1 7036
1 7 5343
7 1 5343
1 8 12467
8 1 12467
1 9 765
9 1 765
1 10 13555
10 1 13555
1 11 5758
11 1 5758
1 12 7142
12 1 7142
1 13 10840
13 1 10840
1 14 3878
14 1 3878
1 15 2633
15 1 2633
1 16 3052
16 1 3052
1 17 9063
17 1 9063
1 18 11621
18 1 11621
1 19 14092
19 1 14092
1 20 13618
20 1 13618
1 21 3994
21 1 3994
1 22 7411
22 1 7411
1 23 4247
23 1 4247
1 24 5137
24 1 5137
1 25 4129
25 1 4129
1 26 391
26 1 391
1 27 5969
27 1 5969
1 28 8275
28 1 8275
1 29 2853
29 1 2853
1 30 1193
30 1 1193
1 31 9314
31 1 9314
1 32 3695
32 1 3695
1 33 13163
33 1 13163
1 34 8125
34 1 8125
1 35 205
35 1 205
1 36 2897
36 1 2897
1 37 4955
37 1 4955
1 38 13185
38 1 13185
1 39 12683
39 1 12683
1 40 8511
40 1 8511
1 41 13552
41 1 13552
1 42 6904
42 1 6904
1 43 10613
43 1 10613
1 44 4604
44 1 4604
1 45 2853
45 1 2853
1 46 12221
46 1 12221
1 47 14214
47 1 14214
1 48 11704
48 1 11704
1 49 8669
49 1 8669
1 50 1424
50 1 1424
1 51 11655
51 1 11655
1 52 5975
52 1 5975
1 53 3144
53 1 3144
1 54 12121
54 1 12121
1 55 11377
55 1 11377
1 56 7773
56 1 7773
1 57 8270
57 1 8270
1 58 1560
58 1 1560
1 59 41
59 1 41
1 60 5
60 1 5
1 61 1497
61 1 1497
1 62 2791
62 1 2791
1 63 6811
63 1 6811
1 64 110
64 1 110
1 65 963
65 1 963
1 66 2551
66 1 2551
1 67 14839
67 1 14839
1 68 472
68 1 472
1 69 9127
69 1 9127
1 70 2100
70 1 2100
1 71 3039
71 1 3039
1 72 8592
72 1 8592
1 73 5796
73 1 5796
1 74 3349
74 1 3349
1 75 7636
75 1 7636
1 76 6380
76 1 6380
1 77 12579
77 1 12579
1 78 12360
78 1 12360
1 79 12548
79 1 12548
1 80 4552
80 1 4552
1 81 8852
81 1 8852
1 82 14665
82 1 14665
1 83 8335
83 1 8335
1 84 12581
84 1 12581
1 85 3083
85 1 3083
1 86 2425
86 1 2425
1 87 7146
87 1 7146
1 88 1517
88 1 1517
1 89 14050
89 1 14050
1 90 3710
90 1 3710
1 91 11755
91 1 11755
1 92 5163
92 1 5163
1 93 12313
93 1 12313
1 94 3687
94 1 3687
1 95 485
95 1 485
1 96 13714
96 1 13714
1 97 11730
97 1 11730
1 98 14512
98 1 14512
1 99 1935
99 1 1935
2 3 7099
3 2 7099
2 4 1539
4 2 1539
2 5 9339
5 2 9339
2 6 9737
6 2 9737
2 7 1341
7 2 1341
2 8 12933
8 2 12933
2 9 6511
9 2 6511
2 10 5142
10 2 5142
2 11 13020
11 2 13020
2 12 6098
12 2 6098
2 13 2582
13 2 2582
2 14 10253
14 2 10253
2 15 1227
15 2 1227
2 16 14834
16 2 14834
2 17 11736
17 2 11736
2 18 7511
18 2 7511
2 19 11615
19 2 11615
2 20 967
20 2 967
2 21 5595
21 2 5595
2 22 2698
22 2 2698
2 23 11043
23 2 11043
2 24 8664
24 2 8664
2 25 9047
25 2 9047
2 26 6614
26 2 6614
2 27 11251
27 2 11251
2 28 2879
28 2 2879
2 29 11426
29 2 11426
2 30 6583
30 2 6583
2 31 2959
31 2 2959
2 32 5489
32 2 5489
2 33 12463
33 2 12463
2 34 5366
34 2 5366
2 35 8387
35 2 8387
2 36 12993
36 2 12993
2 37 2184
37 2 2184
2 38 2908
38 2 2908
2 39 288
39 2 288
2 40 10215
40 2 10215
2 41 11361
41 2 11361
2 42 5990
42 2 5990
2 43 7957
43 2 7957
2 44 8490
44 2 8490
2 45 14111
45 2 14111
2 46 11024
46 2 11024
2 47 8339
47 2 8339
2 48 10906
48 2 10906
2 49 892
49 2 892
2 50 8149
50 2 8149
2 51 9033
51 2 9033
2 52 3084
52 2 3084
2 53 10427
53 2 10427
2 54 4796
54 2 4796
2 55 14458
55 2 14458
2 56 7225
56 2 7225
2 57 2895
57 2 2895
2 58 11150
58 2 11150
2 59 4513
59 2 4513
2 60 6835
60 2 6835
2 61 6386
61 2 6386
2 62 5521
62 2 5521
2 63 7965
63 2 7965
2 64 6444
64 2 6444
2 65 8250
65 2 8250
2 66 9502
66 2 9502
2 67 10619
67 2 10619
2 68 11375
68 2 11375
2 69 8423
69 2 8423
2 70 3141
70 2 3141
2 71 9306
71 2 9306
2 72 4363
72 2 4363
2 73 12099
73 2 12099
2 74 8257
74 2 8257
2 75 5334
75 2 5334
2 76 11617
76 2 11617
2 77 1249
77 2 1249
2 78 708
78 2 708
2 79 19
79 2 19
2 80 1359
80 2 1359
2 81 26
81 2 26
2 82 2745
82 2 2745
2 83 14058
83 2 14058
2 84 10725
84 2 10725
2 85 3194
85 2 3194
2 86 7712
86 2 7712
2 87 10873
87 2 10873
2 88 6073
88 2 6073
2 89 7962
89 2 7962
2 90 3193
90 2 3193
2 91 8922
91 2 8922
2 92 4587
92 2 4587
2 93 853
93 2 853
2 94 9041
94 2 9041
2 95 7591
95 2 7591
2 96 4493
96 2 4493
2 97 14131
97 2 14131
2 98 14830
98 2 14830
2 99 2633
99 2 2633
3 4 12015
4 3 12015
3 5 5595
5 3 5595
3 6 10416
6 3 10416
3 7 3829
7 3 3829
3 8 8273
8 3 8273
3 9 7606
9 3 7606
3 10 2885
10 3 2885
3 11 13508
11 3 13508
3 12 4335
12 3 4335
3 13 8702
13 3 8702
3 14 12301
14 3 12301
3 15 3522
15 3 3522
3 16 5042
16 3 5042
3 17 13000
17 3 13000
3 18 11851
18 3 11851
3 19 8302
19 3 8302
3 20 6369
20 3 6369
3 21 5438
21 3 5438
3 22 3608
22 3 3608
3 23 9761
23 3 9761
3 24 4360
24 3 4360
3 25 4222
25 3 4222
3 26 14780
26 3 14780
3 27 12235
27 3 12235
3 28 1535
28 3 1535
3 29 279
29 3 279
3 30 6625
30 3 6625
3 31 57
31 3 57
3 32 4344
32 3 4344
3 33 5793
33 3 5793
3 34 10199
34 3 10199
3 35 10450
35 3 10450
3 36 6894
36 3 6894
3 37 4482
37 3 4482
3 38 2583
38 3 2583
3 39 3476
39 3 3476
3 40 544
40 3 544
3 41 1858
41 3 1858
3 42 3997
42 3 3997
3 43 523
43 3 523
3 44 3100
44 3 3100
3 45 5238
45 3 5238
3 46 13594
46 3 13594
3 47 12076
47 3 12076
3 48 2401
48 3 2401
3 49 11341
49 3 11341
3 50 8389
50 3 8389
3 51 9130
51 3 9130
3 52 9082
52 3 9082
3 53 7637
53 3 7637
3 54 8581
54 3 8581
3 55 1220
55 3 1220
3 56 6338
56 3 6338
3 57 5154
57 3 5154
3 58 2376
58 3 2376
3 59 13979
59 3 13979
3 60 5643
60 3 5643
3 61 7906
61 3 7906
3 62 10824
62 3 10824
3 63 6428
63 3 6428
3 64 8913
64 3 8913
3 65 1399
65 3 1399
3 66 1884
66 3 1884
3 67 4710
67 3 4710
3 68 4982
68 3 4982
3 69 8231
69 3 8231
3 70 14088
70 3 14088
3 71 8671
71 3 8671
3 72 12867
72 3 12867
3 73 5064
73 3 5064
3 74 6501
74 3 6501
3 75 1976
75 3 1976
3 76 8999
76 3 8999
3 77 9902
77 3 9902
3 78 14509
78 3 14509
3 79 12220
79 3 12220
3 80 7767
80 3 7767
3 81 4187
81 3 4187
3 82 4173
82 3 4173
3 83 655
83 3 655
3 84 2595
84 3 2595
3 85 12821
85 3 12821
3 86 14039
