15 210
0 1 49
1 0 49
0 2 66
2 0 66
0 3 252
3 0 252
0 4 200
4 0 200
0 5 314
5 0 314
0 6 269
6 0 269
0 7 42
7 0 42
0 8 241
8 0 241
0 9 35
9 0 35
0 10 28
10 0 28
0 11 171
11 0 171
0 12 38
12 0 38
0 13 45
13 0 45
0 14 150
14 0 150
1 2 181
2 1 181
1 3 15
3 1 15
1 4 243
4 1 243
1 5 174
5 1 174
1 6 287
6 1 287
1 7 145
7 1 145
1 8 196
8 1 196
1 9 228
9 1 228
1 10 6
10 1 6
1 11 160
11 1 160
1 12 142
12 1 142
1 13 170
13 1 170
1 14 88
14 1 88
2 3 148
3 2 148
2 4 313
4 2 313
2 5 48
5 2 48
2 6 87
6 2 87
2 7 271
7 2 271
2 8 100
8 2 100
2 9 234
9 2 234
2 10 299
10 2 299
2 11 265
11 2 265
2 12 284
12 2 284
2 13 60
13 2 60
2 14 169
14 2 169
3 4 41
4 3 41
3 5 80
5 3 80
3 6 212
6 3 212
3 7 201
7 3 201
3 8 73
8 3 73
3 9 256
9 3 256
3 10 19
10 3 19
3 11 176
11 3 176
3 12 274
12 3 274
3 13 152
13 3 152
3 14 173
14 3 173
4 5 300
5 4 300
4 6 202
6 4 202
4 7 19
7 4 19
4 8 151
8 4 151
4 9 88
9 4 88
4 10 14
10 4 14
4 11 89
11 4 89
4 12 291
12 4 291
4 13 202
13 4 202
4 14 196
14 4 196
5 6 295
6 5 295
5 7 312
7 5 312
5 8 135
8 5 135
5 9 137
9 5 137
5 10 277
10 5 277
5 11 61
11 5 61
5 12 108
12 5 108
5 13 103
13 5 103
5 14 32
14 5 32
6 7 10
7 6 10
6 8 86
8 6 86
6 9 12
9 6 12
6 10 234
10 6 234
6 11 190
11 6 190
6 12 48
12 6 48
6 13 269
13 6 269
6 14 62
14 6 62
7 8 11
8 7 11
7 9 53
9 7 53
7 10 288
10 7 288
7 11 80
11 7 80
7 12 207
12 7 207
7 13 191
13 7 191
7 14 302
14 7 302
8 9 287
9 8 287
8 10 193
10 8 193
8 11 134
11 8 134
8 12 52
12 8 52
8 13 191
13 8 191
8 14 233
14 8 233
9 10 129
10 9 129
9 11 107
11 9 107
9 12 153
12 9 153
9 13 175
13 9 175
9 14 170
14 9 170
10 11 107
11 10 107
10 12 43
12 10 43
10 13 209
13 10 209
10 14 92
14 10 92
11 12 173
12 11 173
11 13 286
13 11 286
11 14 282
14 11 282
12 13 154
13 12 154
12 14 110
14 12 110
13 14 286
14 13 286
