150 11174
0 141 3210
141 0 3210
0 108 9684
108 0 9684
0 84 16637
84 0 16637
0 111 7376
111 0 7376
0 144 4073
144 0 4073
0 48 7619
48 0 7619
0 104 2174
104 0 2174
0 70 3711
70 0 3711
0 22 15090
22 0 15090
0 76 273
76 0 273
0 79 16724
79 0 16724
0 125 4542
125 0 4542
0 71 16487
71 0 16487
0 115 2166
115 0 2166
0 59 15270
59 0 15270
0 142 15541
142 0 15541
0 93 8154
93 0 8154
0 12 553
12 0 553
0 2 9797
2 0 9797
0 18 10826
18 0 10826
0 127 3319
127 0 3319
0 121 2336
121 0 2336
0 61 6441
61 0 6441
0 135 1181
135 0 1181
0 98 7969
98 0 7969
0 23 14463
23 0 14463
0 85 10717
85 0 10717
0 7 4939
7 0 4939
0 89 13823
89 0 13823
0 148 1480
148 0 1480
0 92 5750
92 0 5750
0 25 1253
25 0 1253
0 124 14873
124 0 14873
0 21 10729
21 0 10729
0 17 9227
17 0 9227
0 10 16449
10 0 16449
0 41 16238
41 0 16238
0 58 6763
58 0 6763
0 34 11249
34 0 11249
0 67 15096
67 0 15096
0 15 14076
15 0 14076
0 109 12707
109 0 12707
0 130 14274
130 0 14274
0 42 2951
42 0 2951
0 35 7003
35 0 7003
0 60 4286
60 0 4286
0 44 14406
44 0 14406
0 83 15775
83 0 15775
0 50 4440
50 0 4440
0 86 12688
86 0 12688
0 14 16591
14 0 16591
0 62 12626
62 0 12626
0 88 14478
88 0 14478
0 128 11914
128 0 11914
0 30 12542
30 0 12542
0 105 3995
105 0 3995
0 146 5401
146 0 5401
0 53 12621
53 0 12621
0 69 6178
69 0 6178
0 16 2775
16 0 2775
0 126 16412
126 0 16412
0 66 6174
66 0 6174
0 33 9944
33 0 9944
0 37 15985
37 0 15985
0 19 7619
19 0 7619
0 103 14181
103 0 14181
0 47 11605
47 0 11605
0 123 9074
123 0 9074
0 118 11663
118 0 11663
0 94 3110
94 0 3110
0 136 15168
136 0 15168
0 9 2707
9 0 2707
1 56 6130
56 1 6130
1 59 13143
59 1 13143
1 10 2553
10 1 2553
