150 22350
0 1 27742
1 0 27742
0 2 5431
2 0 5431
0 3 14998
3 0 14998
0 4 15502
4 0 15502
0 5 3577
5 0 3577
0 6 20949
6 0 20949
0 7 17754
7 0 17754
0 8 30071
8 0 30071
0 9 1002
9 0 1002
0 10 16196
10 0 16196
0 11 21744
11 0 21744
0 12 4125
12 0 4125
0 13 16289
13 0 16289
0 14 4319
14 0 4319
0 15 14594
15 0 14594
0 16 18647
16 0 18647
0 17 4465
17 0 4465
0 18 5632
18 0 5632
0 19 30095
19 0 30095
0 20 20530
20 0 20530
0 21 14307
21 0 14307
0 22 10032
22 0 10032
0 23 8215
23 0 8215
0 24 24474
24 0 24474
0 25 32652
25 0 32652
0 26 20820
26 0 20820
0 27 1240
27 0 1240
0 28 6856
28 0 6856
0 29 6125
29 0 6125
0 30 30352
30 0 30352
0 31 3189
31 0 3189
0 32 19441
32 0 19441
0 33 21178
33 0 21178
0 34 26954
34 0 26954
0 35 15947
35 0 15947
0 36 23461
36 0 23461
0 37 23380
37 0 23380
0 38 1529
38 0 1529
0 39 13288
39 0 13288
0 40 6895
40 0 6895
0 41 3478
41 0 3478
0 42 31890
42 0 31890
0 43 3361
43 0 3361
0 44 27582
44 0 27582
0 45 32522
45 0 32522
0 46 3424
46 0 3424
0 47 11296
47 0 11296
0 48 4217
48 0 4217
0 49 8534
49 0 8534
0 50 13056
50 0 13056
0 51 31350
51 0 31350
0 52 10055
52 0 10055
0 53 14392
53 0 14392
0 54 26586
54 0 26586
0 55 18583
55 0 18583
0 56 7460
56 0 7460
0 57 24276
57 0 24276
0 58 28024
58 0 28024
0 59 25110
59 0 25110
0 60 13020
60 0 13020
0 61 90
61 0 90
0 62 17739
62 0 17739
0 63 21422
63 0 21422
0 64 30726
64 0 30726
0 65 16551
65 0 16551
0 66 1950
66 0 1950
0 67 32629
67 0 32629
0 68 31140
68 0 31140
0 69 27173
69 0 27173
0 70 28685
70 0 28685
0 71 6274
71 0 6274
0 72 18105
72 0 18105
0 73 6006
73 0 6006
0 74 18367
74 0 18367
0 75 9390
75 0 9390
0 76 14374
76 0 14374
0 77 24646
77 0 24646
0 78 29019
78 0 29019
0 79 18561
79 0 18561
0 80 22887
80 0 22887
0 81 2096
81 0 2096
0 82 6555
82 0 6555
0 83 10503
83 0 10503
0 84 1706
84 0 1706
0 85 4431
85 0 4431
0 86 8829
86 0 8829
0 87 1904
87 0 1904
