50 1836
0 30 2014
30 0 2014
0 16 915
16 0 915
0 48 597
48 0 597
0 9 2312
9 0 2312
0 13 412
13 0 412
0 1 2598
1 0 2598
0 19 643
19 0 643
0 40 1936
40 0 1936
0 46 2132
46 0 2132
0 36 1068
36 0 1068
0 7 2418
7 0 2418
0 22 2070
22 0 2070
0 35 279
35 0 279
0 33 2701
33 0 2701
0 39 1458
39 0 1458
0 28 311
28 0 311
0 25 508
25 0 508
0 17 1186
17 0 1186
0 18 1694
18 0 1694
0 10 1416
10 0 1416
0 47 1314
47 0 1314
0 45 1192
45 0 1192
0 11 800
11 0 800
0 12 1044
12 0 1044
0 14 2007
14 0 2007
0 38 2192
38 0 2192
0 3 1888
3 0 1888
0 23 822
23 0 822
0 27 945
27 0 945
0 32 61
32 0 61
0 41 1569
41 0 1569
0 37 177
37 0 177
0 2 2544
2 0 2544
0 34 2531
34 0 2531
0 4 549
4 0 549
0 6 1173
6 0 1173
0 26 2437
26 0 2437
0 29 561
29 0 561
1 36 75
36 1 75
1 10 1118
10 1 1118
1 20 744
20 1 744
1 41 295
41 1 295
1 34 366
34 1 366
1 12 1332
12 1 1332
1 24 696
24 1 696
1 25 961
25 1 961
1 26 80
26 1 80
1 32 2691
32 1 2691
1 27 1835
27 1 1835
1 46 2375
46 1 2375
1 19 2447
19 1 2447
1 31 2591
31 1 2591
1 42 1431
42 1 1431
1 44 2667
44 1 2667
1 18 462
18 1 462
1 40 900
40 1 900
1 7 1812
7 1 1812
1 21 2541
21 1 2541
1 30 842
30 1 842
1 9 2315
9 1 2315
1 16 1118
16 1 1118
1 38 569
38 1 569
1 33 1833
33 1 1833
1 28 33
28 1 33
1 15 1773
15 1 1773
1 23 580
23 1 580
1 17 1050
17 1 1050
1 3 345
3 1 345
1 35 2093
35 1 2093
1 48 1868
48 1 1868
1 13 50
13 1 50
1 4 1731
4 1 1731
1 8 2682
8 1 2682
1 47 1345
47 1 1345
1 37 920
37 1 920
1 43 2305
43 1 2305
1 22 1596
22 1 1596
1 2 1077
2 1 1077
1 29 33
29 1 33
2 25 1566
25 2 1566
2 44 1731
44 2 1731
2 40 471
40 2 471
2 3 930
3 2 930
2 46 1326
46 2 1326
2 22 1302
22 2 1302
2 39 1415
