30 652
0 1 665
1 0 665
0 20 853
20 0 853
0 27 919
27 0 919
0 28 523
28 0 523
0 16 294
16 0 294
0 4 507
4 0 507
0 29 593
29 0 593
0 19 112
19 0 112
0 2 582
2 0 582
0 6 547
6 0 547
0 18 271
18 0 271
0 8 801
8 0 801
0 10 811
10 0 811
0 12 3
12 0 3
0 7 21
7 0 21
0 21 478
21 0 478
0 11 241
11 0 241
0 5 711
5 0 711
0 24 530
24 0 530
0 3 859
3 0 859
0 14 636
14 0 636
1 18 387
18 1 387
1 12 38
12 1 38
1 29 363
29 1 363
1 2 939
2 1 939
1 23 916
23 1 916
1 26 632
26 1 632
1 3 221
3 1 221
1 10 425
10 1 425
1 6 178
6 1 178
1 16 204
16 1 204
1 24 773
24 1 773
1 9 843
9 1 843
1 7 145
7 1 145
1 22 145
22 1 145
1 17 222
17 1 222
1 15 466
15 1 466
1 11 323
11 1 323
1 21 430
21 1 430
1 20 636
20 1 636
1 19 614
19 1 614
1 13 911
13 1 911
2 15 145
15 2 145
2 10 79
10 2 79
2 17 208
17 2 208
2 27 706
27 2 706
2 6 551
6 2 551
2 8 227
8 2 227
2 20 138
20 2 138
2 5 573
5 2 573
2 7 476
7 2 476
2 29 219
29 2 219
2 18 302
18 2 302
2 9 417
9 2 417
2 22 729
22 2 729
2 12 483
12 2 483
2 28 173
28 2 173
2 11 334
11 2 334
2 13 577
13 2 577
2 3 885
3 2 885
2 16 160
16 2 160
3 28 948
28 3 948
3 6 470
6 3 470
3 27 543
27 3 543
3 24 935
24 3 935
3 21 287
21 3 287
3 9 798
9 3 798
3 16 544
16 3 544
3 8 494
8 3 494
3 20 422
20 3 422
3 12 850
12 3 850
3 19 310
19 3 310
3 25 368
25 3 368
3 11 588
11 3 588
3 17 825
17 3 825
3 13 874
13 3 874
3 22 232
22 3 232
3 18 294
18 3 294
4 29 343
29 4 343
4 19 37
19 4 37
4 9 633
9 4 633
4 28 626
28 4 626
4 24 587
24 4 587
4 25 302
25 4 302
4 7 709
7 4 709
4 10 758
10 4 758
4 8 305
8 4 305
4 12 630
12 4 630
4 20 348
20 4 348
4 18 579
18 4 579
4 14 702
14 4 702
4 27 291
27 4 291
4 13 921
13 4 921
4 5 939
5 4 939
4 22 531
22 4 531
4 15 621
15 4 621
4 16 28
16 4 28
4 11 723
11 4 723
4 17 841
17 4 841
4 26 639
26 4 639
5 13 485
13 5 485
5 19 768
19 5 768
5 25 346
25 5 346
5 7 278
7 5 278
5 29 191
29 5 191
5 10 176
10 5 176
5 18 533
18 5 533
5 22 974
22 5 974
5 17 815
17 5 815
5 12 850
12 5 850
5 11 521
11 5 521
5 28 935
28 5 935
5 23 749
23 5 749
5 9 288
9 5 288
5 27 650
27 5 650
5 8 761
8 5 761
5 16 269
16 5 269
5 15 930
15 5 930
5 14 721
14 5 721
6 18 193
18 6 193
6 12 940
12 6 940
6 23 862
23 6 862
6 10 293
10 6 293
6 13 207
13 6 207
6 8 284
8 6 284
6 24 119
24 6 119
6 22 109
22 6 109
6 25 752
25 6 752
6 17 371
17 6 371
6 11 356
11 6 356
6 20 554
20 6 554
6 21 815
21 6 815
6 9 649
9 6 649
6 29 524
29 6 524
6 28 182
28 6 182
6 26 220
26 6 220
7 23 663
23 7 663
7 20 184
20 7 184
7 22 329
22 7 329
7 17 763
17 7 763
7 27 644
27 7 644
7 8 694
8 7 694
7 29 214
29 7 214
7 9 108
9 7 108
7 19 619
19 7 619
7 28 808
28 7 808
7 14 973
14 7 973
7 21 720
21 7 720
7 10 769
10 7 769
7 12 806
12 7 806
7 26 14
26 7 14
7 13 938
13 7 938
7 25 510
25 7 510
7 16 150
16 7 150
8 24 471
24 8 471
8 15 13
15 8 13
8 16 409
16 8 409
8 28 394
28 8 394
8 10 546
10 8 546
8 19 743
19 8 743
8 9 555
9 8 555
8 11 616
11 8 616
8 13 309
13 8 309
8 29 913
29 8 913
8 25 949
25 8 949
8 22 747
22 8 747
8 27 266
27 8 266
8 26 439
26 8 439
8 18 947
18 8 947
9 20 51
20 9 51
9 15 905
15 9 905
9 14 936
14 9 936
9 22 31
22 9 31
9 11 774
11 9 774
9 28 560
28 9 560
9 25 277
25 9 277
9 21 16
21 9 16
9 24 744
24 9 744
9 13 390
13 9 390
9 10 296
10 9 296
9 26 636
26 9 636
9 18 171
18 9 171
9 27 21
27 9 21
9 12 976
12 9 976
10 25 157
25 10 157
10 28 39
28 10 39
10 13 398
13 10 398
10 22 650
22 10 650
10 16 232
16 10 232
10 21 708
21 10 708
10 24 885
24 10 885
10 19 293
19 10 293
10 20 265
20 10 265
10 23 349
23 10 349
10 17 509
17 10 509
10 11 378
11 10 378
10 12 46
12 10 46
10 26 935
26 10 935
10 18 133
18 10 133
10 29 636
29 10 636
11 25 244
25 11 244
11 19 395
19 11 395
11 24 960
24 11 960
11 18 114
18 11 114
11 12 231
12 11 231
11 21 551
21 11 551
11 13 911
13 11 911
11 22 179
22 11 179
11 29 719
29 11 719
11 27 612
27 11 612
11 14 258
14 11 258
11 20 423
20 11 423
11 23 389
23 11 389
11 28 311
28 11 311
11 15 834
15 11 834
12 18 787
18 12 787
12 19 718
19 12 718
12 25 477
25 12 477
12 21 584
21 12 584
12 16 369
16 12 369
12 27 393
27 12 393
12 13 565
13 12 565
12 26 82
26 12 82
12 28 722
28 12 722
12 15 359
15 12 359
12 22 350
22 12 350
12 17 579
17 12 579
12 20 325
20 12 325
13 23 595
23 13 595
13 17 804
17 13 804
13 25 546
25 13 546
13 22 506
22 13 506
13 15 710
15 13 710
13 24 831
24 13 831
13 28 932
28 13 932
13 19 437
19 13 437
13 18 497
18 13 497
13 27 297
27 13 297
13 29 644
29 13 644
14 17 496
17 14 496
14 28 34
28 14 34
14 24 413
24 14 413
14 20 373
20 14 373
14 23 395
23 14 395
14 29 62
29 14 62
14 19 614
19 14 614
14 27 140
27 14 140
14 18 974
18 14 974
14 26 761
26 14 761
14 15 902
15 14 902
15 24 342
24 15 342
15 29 226
29 15 226
15 17 460
17 15 460
15 19 662
19 15 662
15 20 422
20 15 422
15 26 294
26 15 294
15 22 425
22 15 425
15 21 78
21 15 78
15 16 141
16 15 141
16 18 631
18 16 631
16 21 32
21 16 32
16 17 371
17 16 371
16 20 378
20 16 378
16 25 977
25 16 977
16 27 532
27 16 532
17 20 91
20 17 91
17 28 959
28 17 959
17 18 551
18 17 551
17 19 163
19 17 163
17 25 136
25 17 136
17 29 571
29 17 571
17 23 103
23 17 103
18 28 98
28 18 98
18 22 19
22 18 19
18 29 674
29 18 674
18 20 685
20 18 685
18 21 616
21 18 616
18 26 808
26 18 808
18 19 596
19 18 596
18 24 975
24 18 975
19 21 614
21 19 614
19 29 410
29 19 410
19 27 296
27 19 296
19 20 326
20 19 326
19 23 137
23 19 137
19 24 681
24 19 681
19 28 963
28 19 963
19 26 96
26 19 96
19 22 701
22 19 701
20 28 584
28 20 584
20 24 214
24 20 214
20 23 695
23 20 695
20 26 820
26 20 820
20 21 673
21 20 673
20 25 188
25 20 188
20 29 667
29 20 667
20 22 765
22 20 765
20 27 142
27 20 142
21 25 624
25 21 624
21 23 778
23 21 778
21 29 910
29 21 910
21 28 97
28 21 97
21 26 600
26 21 600
21 24 551
24 21 551
21 22 15
22 21 15
22 29 389
29 22 389
22 28 399
28 22 399
22 23 522
23 22 522
22 24 532
24 22 532
22 27 578
27 22 578
22 25 222
25 22 222
23 27 801
27 23 801
23 26 76
26 23 76
23 29 170
29 23 170
23 24 549
24 23 549
24 25 368
25 24 368
24 27 947
27 24 947
24 26 453
26 24 453
24 29 562
29 24 562
25 28 329
28 25 329
25 26 53
26 25 53
26 27 722
27 26 722
26 28 770
28 26 770
26 29 12
29 26 12
27 29 375
29 27 375
27 28 635
28 27 635
