200 39800
0 1 14763
1 0 14763
0 2 46499
2 0 46499
0 3 4294
3 0 4294
0 4 35601
4 0 35601
0 5 23346
5 0 23346
0 6 301
6 0 301
0 7 18380
7 0 18380
0 8 2780
8 0 2780
0 9 9804
9 0 9804
0 10 38655
10 0 38655
0 11 39210
11 0 39210
0 12 10964
12 0 10964
0 13 34516
13 0 34516
0 14 24065
14 0 24065
0 15 30883
15 0 30883
0 16 19677
16 0 19677
0 17 32045
17 0 32045
0 18 39281
18 0 39281
0 19 32109
19 0 32109
0 20 37136
20 0 37136
0 21 15633
21 0 15633
0 22 6212
22 0 6212
0 23 55318
23 0 55318
0 24 39938
24 0 39938
0 25 427
25 0 427
0 26 2292
26 0 2292
0 27 23803
27 0 23803
0 28 20993
28 0 20993
0 29 26913
29 0 26913
0 30 30876
30 0 30876
0 31 7554
31 0 7554
0 32 58321
32 0 58321
0 33 44784
33 0 44784
0 34 5570
34 0 5570
0 35 10051
35 0 10051
0 36 45450
36 0 45450
0 37 50807
37 0 50807
0 38 47809
38 0 47809
0 39 10036
39 0 10036
0 40 13243
40 0 13243
0 41 43614
41 0 43614
0 42 2288
42 0 2288
0 43 7518
43 0 7518
0 44 32986
44 0 32986
0 45 33722
45 0 33722
0 46 21106
46 0 21106
0 47 55252
47 0 55252
0 48 29962
48 0 29962
0 49 43391
49 0 43391
0 50 44020
50 0 44020
0 51 50084
51 0 50084
0 52 21300
52 0 21300
0 53 3904
53 0 3904
0 54 17996
54 0 17996
0 55 38679
55 0 38679
0 56 57748
56 0 57748
0 57 47183
57 0 47183
0 58 5305
58 0 5305
0 59 9737
59 0 9737
0 60 32910
60 0 32910
0 61 40397
61 0 40397
0 62 10515
62 0 10515
0 63 18843
63 0 18843
0 64 39553
64 0 39553
0 65 35982
65 0 35982
0 66 35269
66 0 35269
0 67 4174
67 0 4174
0 68 11230
68 0 11230
0 69 53847
69 0 53847
0 70 45298
70 0 45298
0 71 766
71 0 766
0 72 7621
72 0 7621
0 73 28016
73 0 28016
0 74 49377
74 0 49377
