10 90
0 1 83
1 0 83
0 2 21
2 0 21
0 3 50
3 0 50
0 4 95
4 0 95
0 5 132
5 0 132
0 6 117
6 0 117
0 7 30
7 0 30
0 8 16
8 0 16
0 9 53
9 0 53
1 2 17
2 1 17
1 3 45
3 1 45
1 4 71
4 1 71
1 5 3
5 1 3
1 6 16
6 1 16
1 7 134
7 1 134
1 8 94
8 1 94
1 9 109
9 1 109
2 3 21
3 2 21
2 4 105
4 2 105
2 5 85
5 2 85
2 6 38
6 2 38
2 7 6
7 2 6
2 8 131
8 2 131
2 9 48
9 2 48
3 4 131
4 3 131
3 5 126
5 3 126
3 6 85
6 3 85
3 7 44
7 3 44
3 8 125
8 3 125
3 9 77
9 3 77
4 5 30
5 4 30
4 6 120
6 4 120
4 7 110
7 4 110
4 8 76
8 4 76
4 9 59
9 4 59
5 6 75
6 5 75
5 7 3
7 5 3
5 8 40
8 5 40
5 9 121
9 5 121
6 7 75
7 6 75
6 8 95
8 6 95
6 9 95
9 6 95
7 8 114
8 7 114
7 9 52
9 7 52
8 9 54
9 8 54
