200 9950
0 183 5248
183 0 5248
0 128 12857
128 0 12857
0 126 12919
126 0 12919
0 141 14196
141 0 14196
0 158 12036
158 0 12036
0 43 338
43 0 338
0 116 8183
116 0 8183
0 46 14488
46 0 14488
0 33 11307
33 0 11307
0 4 6364
4 0 6364
0 11 5607
11 0 5607
0 74 1026
74 0 1026
0 31 4638
31 0 4638
0 40 10526
40 0 10526
0 81 14344
81 0 14344
0 65 14473
65 0 14473
0 192 14251
192 0 14251
0 47 5757
47 0 5757
0 122 7733
122 0 7733
0 76 6114
76 0 6114
0 1 2722
1 0 2722
0 150 12339
150 0 12339
0 187 14082
187 0 14082
0 99 1732
99 0 1732
0 55 1480
55 0 1480
0 54 13865
54 0 13865
0 97 10835
97 0 10835
0 85 1793
85 0 1793
0 197 12211
197 0 12211
0 93 10189
93 0 10189
0 79 6782
79 0 6782
0 185 14108
185 0 14108
0 172 4861
172 0 4861
0 118 2967
118 0 2967
0 88 6400
88 0 6400
0 114 8340
114 0 8340
0 155 13225
155 0 13225
0 51 3654
51 0 3654
0 100 8152
100 0 8152
0 157 6842
157 0 6842
0 6 7147
6 0 7147
0 167 10029
167 0 10029
0 176 5503
176 0 5503
0 181 10242
181 0 10242
0 129 13509
129 0 13509
0 71 4210
71 0 4210
0 83 12059
83 0 12059
0 84 14652
84 0 14652
0 189 13392
189 0 13392
0 32 14438
32 0 14438
0 24 5715
24 0 5715
1 187 1626
187 1 1626
1 25 12356
25 1 12356
1 188 12498
188 1 12498
1 127 11476
127 1 11476
1 189 11323
189 1 11323
1 140 7883
140 1 7883
1 157 6543
157 1 6543
1 92 7068
92 1 7068
1 99 7768
99 1 7768
1 5 12016
5 1 12016
1 103 6606
103 1 6606
1 130 12980
130 1 12980
1 163 2085
163 1 2085
1 146 14530
146 1 14530
1 193 523
193 1 523
1 78 7530
78 1 7530
1 76 5955
76 1 5955
1 16 876
16 1 876
1 175 9808
175 1 9808
1 166 11690
166 1 11690
1 81 1560
81 1 1560
1 167 2288
167 1 2288
1 74 6111
74 1 6111
1 43 10759
43 1 10759
1 180 12287
