70 4830
0 1 12828
0 2 5430
0 3 5354
0 4 797
0 5 1968
0 6 4393
0 7 13832
0 8 1138
0 9 9796
0 10 2928
0 11 14259
0 12 6349
0 13 7803
0 14 5402
0 15 11495
0 16 12884
0 17 8034
0 18 11207
0 19 925
0 20 1096
0 21 9035
0 22 12289
0 23 1097
0 24 8700
0 25 12252
0 26 11316
0 27 3759
0 28 6134
0 29 11996
0 30 656
0 31 7687
0 32 11608
0 33 12521
0 34 11154
0 35 13642
0 36 10262
0 37 10000
0 38 1725
0 39 10781
0 40 8160
0 41 5470
0 42 5327
0 43 7737
0 44 2116
0 45 392
0 46 9908
0 47 688
0 48 8294
0 49 11091
0 50 10746
0 51 9780
0 52 5819
0 53 725
0 54 6941
0 55 1155
0 56 4779
0 57 6999
0 58 11829
0 59 11796
0 60 11826
0 61 14423
0 62 8935
0 63 13184
0 64 5161
0 65 1298
0 66 10284
0 67 616
0 68 6549
0 69 2927
1 0 12025
1 2 9378
1 3 3411
1 4 6056
1 5 9541
1 6 14072
1 7 14290
1 8 8205
1 9 4028
1 10 5659
1 11 10630
1 12 14428
1 13 5542
1 14 10606
1 15 8499
1 16 14006
1 17 14166
1 18 5540
1 19 9935
1 20 8502
1 21 10426
1 22 8143
1 23 10109
1 24 688
1 25 17
1 26 12432
1 27 5300
1 28 6931
1 29 7413
1 30 9497
1 31 211
1 32 3240
1 33 6836
1 34 10680
1 35 7395
1 36 12600
1 37 9371
1 38 11329
1 39 5756
1 40 8794
1 41 11260
1 42 4576
1 43 4470
1 44 2366
1 45 11630
1 46 11630
1 47 6595
1 48 4205
1 49 14250
1 50 8428
1 51 6014
1 52 12323
1 53 4194
1 54 11820
1 55 516
1 56 6151
1 57 14257
1 58 48
1 59 13858
1 60 14142
1 61 11596
1 62 1081
1 63 802
1 64 4019
1 65 11097
1 66 6944
1 67 14119
1 68 8085
1 69 578
2 0 7640
2 1 12313
2 3 5251
2 4 2865
2 5 2365
2 6 10419
2 7 3683
2 8 10099
2 9 6470
2 10 11162
2 11 1940
2 12 3407
2 13 1571
2 14 4552
2 15 11357
2 16 3728
2 17 6723
2 18 8207
2 19 5089
2 20 4703
2 21 3518
2 22 6408
2 23 13606
2 24 14267
2 25 9508
2 26 10036
2 27 13172
2 28 12885
2 29 8356
2 30 6442
2 31 6713
2 32 12792
2 33 145
2 34 10270
2 35 11156
2 36 3469
2 37 2620
2 38 4652
2 39 13815
2 40 12153
2 41 1392
2 42 4058
2 43 10100
2 44 485
2 45 5807
2 46 1651
2 47 13368
2 48 13503
2 49 7747
2 50 7345
2 51 6080
2 52 5440
2 53 3368
2 54 11626
2 55 9138
2 56 5795
2 57 12229
2 58 11699
2 59 10894
2 60 7651
2 61 11659
2 62 7443
2 63 11328
2 64 3749
2 65 3116
2 66 9174
2 67 6994
2 68 13690
2 69 13192
3 0 4331
3 1 810
3 2 1040
3 4 5305
3 5 11941
3 6 14183
3 7 6361
3 8 2081
3 9 3275
3 10 4854
3 11 4323
3 12 37
3 13 4219
3 14 7353
3 15 3236
3 16 515
3 17 10503
3 18 7456
3 19 13870
3 20 4692
3 21 779
3 22 6121
3 23 9690
3 24 11156
3 25 7061
3 26 7431
3 27 2129
3 28 1433
3 29 13013
3 30 4888
3 31 1733
3 32 12273
3 33 11644
3 34 3224
3 35 3700
3 36 2246
3 37 8332
3 38 5547
