200 39800
0 1 39175
0 2 27465
0 3 81944
0 4 91406
0 5 100307
0 6 91135
0 7 24577
0 8 90977
0 9 26990
0 10 23313
0 11 50505
0 12 93117
0 13 86307
0 14 38346
0 15 71085
0 16 114659
0 17 83349
0 18 79732
0 19 68344
0 20 71971
0 21 110197
0 22 74723
0 23 29776
0 24 72801
0 25 52557
0 26 62822
0 27 56450
0 28 101455
0 29 11735
0 30 115817
0 31 10171
0 32 54485
0 33 1243
0 34 72500
0 35 60016
0 36 92796
0 37 80399
0 38 97037
0 39 67497
0 40 73562
0 41 29241
0 42 50968
0 43 7485
0 44 97061
0 45 50316
0 46 7837
0 47 23351
0 48 69841
0 49 63731
0 50 111081
0 51 64951
0 52 74728
0 53 92924
0 54 101442
0 55 94206
0 56 91626
0 57 79211
0 58 74105
0 59 47623
0 60 1405
0 61 49569
0 62 54421
0 63 30685
0 64 112100
0 65 69808
0 66 41031
0 67 92243
0 68 12395
0 69 54867
0 70 58376
0 71 105506
0 72 114208
0 73 116272
0 74 117446
0 75 24593
0 76 23226
0 77 87020
0 78 71654
0 79 65672
0 80 102610
0 81 79018
0 82 1344
0 83 28281
0 84 23133
0 85 57854
0 86 69798
0 87 49521
0 88 94703
0 89 9567
0 90 13330
0 91 30540
0 92 63127
0 93 19770
0 94 92889
0 95 4539
0 96 58960
0 97 78003
0 98 59660
0 99 60714
0 100 57174
0 101 39666
0 102 1470
0 103 57970
0 104 103377
0 105 36718
0 106 22031
0 107 33134
0 108 6296
0 109 86702
0 110 50606
0 111 103094
0 112 1217
0 113 7256
0 114 7725
0 115 66788
0 116 34514
0 117 86876
0 118 25796
0 119 6411
0 120 78044
0 121 5213
0 122 64705
0 123 70955
0 124 75557
0 125 83702
0 126 101311
0 127 31353
0 128 75248
0 129 90144
0 130 30741
0 131 89407
0 132 69790
0 133 15470
0 134 57855
0 135 26410
0 136 42167
0 137 31068
0 138 111231
0 139 67176
0 140 32027
0 141 38096
0 142 25613
0 143 85833
0 144 52804
0 145 84658
0 146 11662
0 147 79563
0 148 64030
0 149 104851
0 150 24346
0 151 27967
0 152 9401
0 153 117020
0 154 28886
0 155 49887
0 156 91954
0 157 59162
0 158 83
0 159 91931
0 160 77567
0 161 115018
0 162 12699
0 163 56755
0 164 15491
0 165 18464
0 166 36603
0 167 36189
0 168 111630
0 169 39591
0 170 81450
0 171 18978
0 172 12319
0 173 46212
0 174 49162
0 175 19694
0 176 67015
0 177 34892
0 178 62922
0 179 22692
0 180 75296
0 181 54327
0 182 109607
0 183 77560
0 184 23683
0 185 32185
0 186 54286
0 187 22952
0 188 6281
0 189 84181
0 190 92571
0 191 62076
0 192 69561
0 193 114577
0 194 99184
0 195 83963
0 196 108664
0 197 52339
0 198 118437
0 199 5773
1 0 101350
1 2 3325
1 3 2884
1 4 107229
1 5 99605
1 6 57777
1 7 119291
1 8 73798
1 9 63696
1 10 11954
1 11 37760
1 12 34744
1 13 70126
1 14 78689
1 15 82197
1 16 17979
1 17 86649
1 18 119225
1 19 79286
1 20 55820
1 21 100850
1 22 59877
1 23 92302
1 24 82148
1 25 65218
1 26 117168
1 27 30453
1 28 23982
1 29 73311
1 30 111279
1 31 59801
1 32 52334
1 33 61654
1 34 50316
1 35 56432
1 36 118907
1 37 59965
1 38 62404
1 39 109069
1 40 24827
1 41 57604
1 42 5130
1 43 12645
1 44 49540
1 45 4251
1 46 83651
1 47 100312
1 48 23109
1 49 15700
1 50 5731
1 51 4892
1 52 28482
1 53 28926
1 54 2422
1 55 70358
1 56 36514
1 57 11704
1 58 57063
1 59 79333
1 60 100892
1 61 26550
1 62 84168
1 63 80873
1 64 105801
1 65 87046
1 66 39181
1 67 28787
1 68 54585
1 69 60611
1 70 83681
1 71 23819
1 72 76451
1 73 7449
1 74 60821
1 75 86896
1 76 40947
1 77 68128
1 78 116832
1 79 103522
1 80 14893
1 81 84593
1 82 4100
1 83 33115
1 84 38515
1 85 118088
1 86 19356
1 87 94211
1 88 114040
1 89 68505
1 90 55399
1 91 62420
1 92 81698
1 93 32504
1 94 93462
1 95 26264
1 96 13601
1 97 7862
1 98 34088
1 99 34810
1 100 23072
1 101 112802
1 102 75893
1 103 72173
1 104 46126
1 105 30790
1 106 13608
1 107 43259
1 108 107434
1 109 66850
1 110 96713
1 111 70474
1 112 33697
1 113 49025
1 114 44710
1 115 2818
1 116 16311
1 117 59475
1 118 81258
1 119 70332
1 120 28555
1 121 47330
1 122 98842
1 123 9146
1 124 67560
1 125 40621
1 126 119354
1 127 29673
1 128 52897
1 129 3317
1 130 90801
1 131 90426
1 132 75503
1 133 93410
1 134 29814
1 135 85568
1 136 90866
1 137 110735
1 138 102914
1 139 34944
1 140 105356
1 141 51094
1 142 99406
1 143 35162
1 144 26168
1 145 11170
1 146 73031
1 147 102516
1 148 116821
1 149 55027
1 150 7020
1 151 43271
1 152 66332
1 153 -148
1 154 48701
1 155 84755
1 156 2579
1 157 62828
1 158 81284
1 159 65234
1 160 27991
1 161 87138
1 162 466
1 163 26586
1 164 59036
1 165 39095
1 166 83810
1 167 28867
1 168 12723
1 169 101905
1 170 5428
1 171 105518
1 172 108194
1 173 24981
1 174 77533
1 175 92124
1 176 99988
1 177 119125
1 178 105680
1 179 4591
1 180 81473
1 181 19199
1 182 87140
1 183 84842
1 184 89975
1 185 100937
1 186 87184
1 187 79813
1 188 77738
1 189 109816
1 190 105595
1 191 116319
1 192 39301
1 193 117609
1 194 101252
1 195 51082
1 196 116968
1 197 99300
1 198 4128
1 199 36013
