150 11175
0 29 24112
0 50 9001
0 7 13000
0 135 11969
0 143 11445
0 9 28605
0 94 5464
0 28 24415
0 100 24992
0 11 26219
0 139 6261
0 59 27134
0 96 29343
0 122 8133
0 109 19721
0 30 30432
0 61 16416
0 111 18642
0 99 6512
0 116 13446
0 114 26621
0 25 13985
0 12 5102
0 39 10204
0 78 9064
0 72 11124
0 40 12368
0 69 20045
0 147 1859
0 107 17125
0 103 14942
0 38 19001
0 93 7748
0 57 23279
0 33 12292
0 17 21421
0 2 18561
0 141 3989
0 26 29471
0 118 31085
0 148 17950
0 66 22057
0 27 20195
0 35 20552
0 49 32640
0 145 31869
0 80 15272
0 60 10048
0 113 7098
0 149 3263
0 21 23713
0 136 4913
0 4 6578
0 102 24767
0 90 10307
0 95 1890
0 44 31703
0 82 7478
0 65 19700
0 54 22127
0 144 25854
0 63 9164
0 14 8893
0 121 20631
0 42 30728
0 115 5031
0 76 5089
0 140 18741
0 55 25689
0 131 3872
0 15 11940
0 51 29374
0 105 1144
0 146 32697
0 47 9914
0 23 19433
0 112 29027
0 16 8204
0 124 23019
0 130 23527
0 71 22071
0 56 2379
0 73 868
0 129 13849
0 18 21336
0 81 18759
1 127 28680
1 77 22151
1 81 -115
1 69 6240
1 48 20919
1 10 3018
1 41 18984
1 139 13323
1 54 1257
1 118 20281
1 103 18318
1 31 33053
1 35 10752
1 85 31478
1 16 17536
1 11 26857
1 36 22324
1 141 32072
1 59 8532
1 43 32042
1 87 7589
1 123 11841
1 30 32673
1 52 9095
1 132 3520
1 26 23480
1 28 2925
1 142 31554
1 105 21949
1 9 28417
1 15 19439
1 96 31269
1 112 26984
1 2 28021
1 75 18591
1 80 8618
1 78 27377
1 131 5060
1 82 18818
1 49 26790
1 29 234
1 107 6493
1 93 26708
1 22 16127
1 140 11361
1 3 32396
1 91 5950
1 148 33277
1 67 2277
1 83 15110
1 18 25810
1 37 5289
1 146 8038
1 84 1188
1 100 1847
1 74 33467
1 134 4697
1 33 10757
1 108 31019
1 110 10894
1 94 30813
1 66 4902
1 0 8904
1 147 12198
1 61 22146
1 106 26696
1 95 24241
1 135 749
1 47 5872
1 137 19363
1 121 15949
1 122 23881
1 19 4559
1 25 27356
1 5 3669
1 13 18417
1 24 24289
1 68 22892
1 138 27514
1 88 4146
1 113 18205
1 72 32778
1 79 18533
2 116 29802
2 89 21694
2 106 19658
2 140 20543
2 63 29754
2 18 27407
2 47 31369
2 46 25558
2 99 29932
2 20 14194
2 127 1475
2 139 10843
2 11 30454
2 43 3517
2 95 15183
2 112 4338
2 145 21288
2 67 20146
2 36 2862
2 49 26620
2 25 16552
2 40 32974
2 57 12237
2 100 20528
2 146 32811
2 96 20971
2 21 26086
2 34 27886
2 22 23333
2 0 25521
2 64 28579
2 4 25474
