15 105
0 8 205
0 10 195
0 12 94
0 4 263
1 9 230
1 13 35
1 0 19
1 4 54
1 8 224
1 14 186
1 2 184
1 12 170
1 11 29
2 4 80
2 9 198
2 11 71
2 14 82
2 13 208
2 6 277
2 10 207
3 5 245
3 7 170
3 13 58
3 12 83
3 2 92
3 8 192
3 1 259
3 0 167
3 9 258
4 5 252
4 12 223
4 1 138
4 11 74
4 9 46
4 7 254
5 2 62
5 1 181
5 13 65
5 9 244
5 6 160
5 12 173
5 7 129
5 8 224
5 3 26
6 14 1
6 12 75
6 8 28
6 1 134
6 4 229
6 10 127
6 0 156
6 11 103
7 12 77
7 0 287
7 13 136
7 2 243
7 1 43
7 9 160
7 3 33
7 14 261
8 6 119
8 0 231
8 14 111
9 6 217
9 3 118
9 8 90
9 12 246
9 4 179
9 14 84
9 13 86
10 3 252
10 5 294
10 14 292
10 2 281
11 2 55
11 3 184
11 9 15
11 4 291
11 14 191
11 0 201
11 1 26
11 8 244
11 6 130
11 12 161
12 2 18
12 1 42
12 8 166
12 14 199
12 0 71
12 4 138
12 10 142
12 6 49
13 14 103
13 2 251
13 3 88
13 4 241
13 10 98
14 3 190
14 4 231
14 11 42
14 0 252
14 13 48
14 8 148
14 2 243
14 5 305
7
