100 7425
0 42 19126
0 51 2035
0 52 -94
0 26 20836
0 11 1440
0 59 1770
0 38 9535
0 57 8402
0 48 4805
0 4 15830
0 47 2844
0 76 7347
0 27 11228
0 61 22245
0 6 8181
0 87 19959
0 28 126
0 83 21255
0 98 7098
0 22 17436
0 50 14550
0 60 15393
0 56 3283
0 40 16410
0 88 13008
0 80 10221
0 46 16752
0 1 16748
0 68 18548
0 86 13749
0 71 19385
0 64 22248
0 67 16849
0 62 3271
0 12 21318
0 32 9170
0 89 10366
0 45 12581
0 92 15173
0 65 12592
0 16 1630
0 63 9092
0 30 10399
0 94 7123
0 97 15912
0 23 5199
0 3 10715
0 69 7591
0 31 2463
0 41 15548
0 74 6843
0 93 10411
0 18 10275
0 77 19758
0 20 8877
0 58 2361
0 91 22041
0 53 5491
0 95 11960
0 2 4614
0 79 10840
0 75 10348
0 14 7723
0 9 16842
0 49 20273
0 55 10664
0 13 16625
0 25 15266
0 24 7493
0 66 17523
0 73 9552
0 96 7782
0 99 14116
0 72 15646
0 90 17384
0 70 20840
0 7 4173
0 43 535
0 36 8053
0 34 19767
0 21 12972
0 39 18640
1 23 16164
1 34 21290
1 25 7818
1 28 728
1 13 8704
1 63 17350
1 41 10645
1 99 2979
1 8 7607
1 14 369
1 26 10254
1 70 13619
1 52 4085
1 43 8604
1 80 20265
1 16 19514
1 89 1727
1 83 12561
1 72 10203
1 86 20290
1 75 17308
1 33 5048
1 88 21148
1 94 8550
1 62 9418
1 85 8165
1 92 373
1 68 9214
1 73 9902
1 61 14516
1 55 20852
1 40 11020
1 95 780
1 9 21180
1 39 15751
1 98 5108
1 5 12221
1 60 7388
1 2 13098
1 3 7190
1 90 15330
1 31 11909
1 65 14142
1 10 8108
1 81 13095
1 67 8616
1 49 517
1 53 14622
1 58 16930
1 21 21267
1 77 19865
1 15 5584
1 11 20813
1 56 1439
1 79 21408
1 18 12238
1 22 3238
1 48 10698
1 66 7062
1 71 21642
1 87 1533
1 7 1935
1 29 21197
1 84 8991
1 35 14575
2 21 12229
2 59 16276
2 78 13814
2 96 18778
2 32 6609
2 83 4245
2 0 15709
2 7 2289
2 51 5071
2 68 14165
2 61 11548
2 11 5983
2 9 21375
2 12 19477
2 28 2698
2 19 1278
2 95 13904
2 67 3356
2 92 10215
2 70 13271
2 42 10211
2 16 11674
2 44 7036
2 73 10241
2 47 8160
2 35 3067
2 49 6154
2 46 18792
2 99 15838
2 93 15505
2 6 13006
2 30 18925
2 18 11592
2 22 10049
2 89 12063
2 64 6616
2 33 19651
2 43 15238
2 40 13371
2 91 10144
2 69 20039
2 36 11628
2 25 8625
2 8 20342
2 62 18434
2 3 21121
2 14 5877
2 48 22230
2 34 20438
2 81 7717
2 52 7641
2 20 10739
2 1 15325
2 85 653
2 56 17421
2 60 15616
2 41 2282
2 24 5050
2 84 6174
2 38 2259
2 98 659
2 58 8404
2 97 2884
2 74 17259
2 39 9231
2 88 14694
2 65 14337
2 90 11134
2 57 16010
2 63 973
2 26 12685
2 82 19859
2 45 224
3 77 972
3 5 16925
3 16 5073
3 51 4802
3 47 6585
3 34 18522
3 93 4626
3 14 18145
3 82 8572
3 84 8841
3 74 17978
3 7 16644
3 44 15744
3 9 17994
3 65 7057
3 71 2887
3 85 5308
3 10 19135
3 63 17429
3 28 12358
3 92 1836
3 50 16599
3 90 7843
3 19 2922
3 56 20797
3 49 5476
3 69 3231
3 59 5059
3 52 16016
3 33 21379
3 12 3286
3 72 20306
3 60 2035
3 76 19639
3 96 7146
3 78 14564
3 46 14975
3 53 21338
3 27 1429
3 37 15771
3 99 11160
3 4 13766
3 55 4068
3 38 14619
3 18 9465
3 48 21217
3 31 1454
3 20 7209
3 21 18740
3 35 14092
3 41 7081
3 91 17252
3 36 6568
3 43 3285
3 25 21843
3 6 11719
3 26 10659
3 87 13913
3 54 5912
3 73 18928
3 29 20235
3 32 12383
3 8 21758
3 98 10810
3 42 9661
3 75 289
3 23 15582
3 45 7781
3 11 3016
3 97 19330
3 66 22086
3 61 21977
3 68 4486
3 1 5230
3 95 18295
3 79 4254
3 24 19351
4 56 17175
4 16 20022
4 65 5343
4 89 12889
4 43 2148
4 39 6293
4 88 12600
4 5 3189
4 24 8231
4 20 3771
4 0 155
4 84 19108
4 29 21243
4 95 9531
4 15 6598
4 41 17867
4 85 16147
4 93 3540
4 87 17443
4 68 21896
4 33 5290
4 36 16788
4 32 352
4 73 7934
4 79 9780
4 37 19949
4 12 9327
4 75 4345
4 70 4928
4 74 9601
4 3 2673
4 82 8641
4 90 4102
4 23 15260
4 22 10414
4 72 15710
4 98 3070
4 35 20820
4 91 11971
4 34 2586
4 59 2675
4 8 20220
4 81 16882
