70 3622
0 1 1951
0 64 1226
0 51 7876
0 17 1534
0 28 7428
0 23 7334
0 2 7895
0 10 3969
0 3 3075
0 43 891
0 44 9189
0 61 559
0 63 2807
0 7 1326
0 46 3205
0 58 7406
0 20 5174
0 54 3835
0 49 7667
0 14 4311
0 52 761
0 21 10595
0 30 9040
0 67 10159
0 62 6535
0 4 9545
0 41 4791
0 22 2987
0 39 2150
0 5 3233
0 69 10269
0 34 2309
0 32 3027
0 29 568
0 56 1228
0 50 721
0 66 2291
0 59 383
0 36 6043
0 25 377
0 19 7570
0 16 911
0 38 7363
0 31 826
0 11 10422
0 6 7055
0 26 2660
0 9 2078
1 15 4474
1 22 9026
1 16 3572
1 25 4887
1 14 3984
1 19 3342
1 32 5738
1 67 7457
1 6 2161
1 35 6148
1 39 1547
1 23 4680
1 12 1405
1 41 1115
1 40 8638
1 55 6400
1 58 10137
1 65 3980
1 43 3335
1 60 6973
1 48 10420
1 34 8870
1 53 622
1 63 3829
1 29 4173
1 66 7466
1 11 5256
1 46 5744
1 17 9159
1 2 3797
1 64 6904
1 50 304
1 13 532
1 44 5268
1 57 9
1 51 9630
1 27 7334
1 20 9327
1 5 1500
1 18 9994
1 36 6926
1 0 10077
1 47 4013
1 21 7669
1 56 5097
1 8 9361
1 49 1624
1 62 7909
1 38 4523
1 69 10477
1 4 3577
1 24 129
1 26 4052
1 68 2752
2 68 851
2 0 9718
2 65 9817
2 49 5010
2 19 2029
2 37 7352
2 18 1159
2 16 9152
2 39 4439
2 10 68
2 51 7940
2 53 6243
2 23 1293
2 63 2709
2 58 1398
2 28 7713
2 48 4797
2 17 2313
2 42 4342
2 41 7786
2 3 4895
2 36 3444
2 13 1681
2 50 424
2 44 10109
2 56 521
2 43 4350
2 34 7548
2 14 6937
2 45 4311
2 24 420
2 52 7556
2 21 8589
2 20 7031
2 67 1842
2 46 789
2 59 9651
2 55 535
2 30 3588
2 66 3726
2 7 8210
2 29 3005
2 26 1261
2 27 3294
2 15 1815
2 62 2941
3 42 6008
3 10 420
3 53 1354
3 6 7145
3 7 5186
3 46 4690
3 11 861
3 67 2212
3 38 6447
3 50 4497
3 25 8765
3 28 1732
3 18 4866
3 15 5028
3 31 9875
3 39 6346
3 66 361
3 35 2785
3 57 10361
3 51 5033
3 2 3631
3 29 1937
3 16 6059
3 32 9069
3 0 4067
3 17 65
3 4 10278
3 63 4380
3 24 9112
3 47 9142
3 62 6206
3 36 2270
3 21 1206
3 22 8150
3 34 6246
3 12 7729
3 64 10809
3 19 530
3 45 4305
3 43 3026
3 40 7200
3 44 9692
3 60 6125
3 5 5961
3 13 7580
3 65 5021
3 8 8342
3 26 7500
3 9 5539
3 20 63
3 14 5368
3 58 4334
3 37 5077
3 52 3922
3 49 414
3 59 8747
4 69 1643
4 45 2233
4 24 946
4 37 2696
4 30 8754
4 21 8497
4 39 3272
4 38 5742
4 56 3657
4 52 2983
4 20 3040
4 68 9775
4 63 3058
4 28 2354
4 34 9192
4 6 325
4 27 7967
4 51 6218
4 67 5721
4 5 10852
4 19 2038
4 14 44
4 13 10587
4 47 3145
4 54 1328
4 9 670
4 46 6693
4 8 6567
4 16 2077
4 36 5528
4 64 1383
4 66 9561
4 3 9767
4 11 1424
4 55 7244
4 31 5788
4 10 2563
4 33 10701
4 18 2966
4 42 5001
4 44 6820
4 49 8831
4 50 972
4 65 7962
4 17 1539
4 41 635
4 40 4046
4 29 838
4 43 2821
4 2 6425
5 45 3066
5 43 821
5 4 2212
5 58 8654
5 34 9954
5 46 790
5 63 2449
5 50 5381
5 10 8718
5 11 6302
5 26 5887
5 25 6930
5 53 3536
5 49 10337
5 69 2301
5 23 807
5 12 7058
5 1 2544
5 60 6746
5 56 1846
5 51 1488
5 36 3321
5 54 9890
5 38 7312
5 13 2486
5 44 1705
5 2 9033
5 19 8030
5 28 8219
5 59 3243
5 24 457
5 35 1944
5 9 8484
5 3 3291
5 18 4821
5 64 6147
5 40 7124
5 21 3264
5 30 10702
5 0 3106
5 67 9652
5 29 8225
5 15 9508
5 33 485
5 16 9252
5 20 6027
5 55 8345
6 31 6166
6 32 4401
6 42 1717
6 8 4730
6 64 10572
6 33 4084
6 40 3841
6 56 6762
6 21 1112
6 53 4667
6 18 4715
6 39 8732
6 67 5462
6 3 888
6 49 8812
6 27 4378
6 54 6126
6 20 1915
6 12 7711
6 44 5862
6 11 10166
6 22 107
6 61 8753
6 52 6601
6 63 4855
6 5 4201
6 48 4456
6 68 7975
6 36 10205
6 65 7622
6 47 1511
6 60 4444
6 15 6828
6 25 9925
6 30 5497
6 69 6762
6 58 6513
6 55 3634
6 38 10677
6 28 8013
6 57 3185
6 46 9040
6 43 5906
6 35 1246
6 0 9927
6 41 6978
6 17 10700
6 13 6727
7 8 72
7 37 270
7 54 8777
7 68 2951
7 51 10386
7 47 5161
7 66 7527
7 64 3290
7 35 1764
7 15 7316
7 25 11
7 39 5345
7 13 10854
7 60 9532
7 67 8872
7 62 1944
7 0 9043
7 29 9818
7 4 9809
7 28 2479
7 14 6285
7 65 860
7 30 8587
7 5 5230
7 2 927
7 69 5445
7 56 3851
7 41 7565
7 50 4576
7 43 3190
7 59 2147
7 53 1072
7 16 10423
7 12 7046
7 24 3127
7 3 8348
7 10 684
7 26 2099
7 63 10610
7 32 1899
7 61 6538
7 45 2939
7 1 10820
7 17 1307
7 21 8908
7 33 5925
7 34 381
8 49 1151
8 36 9450
8 32 2578
8 27 5451
8 19 6153
8 51 9037
8 59 6763
8 9 8820
8 38 977
8 24 1940
8 15 4139
8 54 6808
8 41 5792
8 25 2508
8 47 6649
8 33 553
8 11 2977
8 28 3127
8 22 10104
8 43 1660
8 7 2630
8 67 543
8 16 84
8 45 9181
8 63 1399
8 6 2287
8 20 8114
8 14 5673
8 13 10244
8 58 660
8 48 10665
8 31 5598
8 65 975
8 39 6825
8 1 6962
8 55 48
8 34 829
8 12 1717
8 2 5809
8 56 9068
