50 1225
0 10 2547
0 23 2610
0 32 1873
0 4 3122
0 31 1546
0 13 592
0 42 1848
0 20 2483
0 1 3445
0 18 2604
0 44 -40
0 33 1393
0 38 524
0 29 455
0 39 1439
0 21 1209
0 34 3224
0 47 1623
0 48 372
0 16 111
1 34 2820
1 9 1707
1 44 2857
1 12 1439
1 27 2562
1 14 -45
1 35 2498
1 29 1208
1 19 2300
1 48 2531
1 2 180
1 4 2629
1 43 1801
1 49 -1
1 42 2509
1 32 1420
1 7 589
1 39 1073
1 10 2675
1 46 1204
1 18 207
1 40 2877
2 17 2861
2 1 1369
2 36 678
2 43 452
2 29 952
2 23 6
2 44 3556
2 30 3490
2 46 583
2 24 2830
2 8 3042
2 25 2895
2 20 3364
2 45 2301
2 40 1022
2 4 1621
2 7 2860
2 9 358
2 28 2494
2 18 2383
2 16 2647
2 6 1003
2 47 1194
2 0 2541
2 32 3451
2 49 726
3 13 1170
3 38 3467
3 45 1870
3 32 2870
3 36 2364
3 5 949
3 24 462
3 25 2420
3 46 2657
3 19 210
3 42 1937
3 20 3409
3 2 2093
3 23 103
3 49 2820
3 43 2285
3 15 2645
3 34 771
3 37 1046
3 11 2459
3 33 3307
3 4 1014
3 39 2089
4 9 91
4 37 3622
4 7 1987
4 22 1498
4 18 1721
4 46 1248
4 27 632
4 43 514
4 45 3618
4 14 75
4 20 2913
4 13 135
4 38 1317
4 33 1879
4 25 2789
4 31 2181
4 19 3073
4 28 2447
4 30 1999
4 5 712
4 36 2344
4 6 1117
4 39 59
4 49 449
4 21 1310
4 48 1736
4 40 2054
5 31 3442
5 47 834
5 19 571
5 32 752
5 17 1918
5 15 3363
5 29 1468
5 38 1711
5 4 830
5 8 230
5 2 1376
5 46 2879
5 25 1028
5 39 3370
5 21 1316
5 42 3573
5 26 1084
5 3 1333
5 44 2897
5 35 621
5 1 427
5 20 805
5 12 3641
5 14 1700
5 22 1376
5 11 1742
5 16 2274
5 43 1742
6 2 30
6 7 192
6 23 655
6 1 2520
6 46 2806
6 43 1014
6 16 2716
6 40 1381
6 33 2324
6 42 1315
6 44 1696
6 9 1219
6 0 46
6 48 -12
6 45 640
