20 380
0 1 1042
0 2 178
0 3 788
0 4 616
0 5 198
0 6 774
0 7 17
0 8 657
0 9 1100
0 10 402
0 11 576
0 12 372
0 13 983
0 14 1103
0 15 180
0 16 353
0 17 901
0 18 33
0 19 148
1 0 657
1 2 1134
1 3 675
1 4 861
1 5 536
1 6 492
1 7 528
1 8 1086
1 9 612
1 10 157
1 11 753
1 12 1113
1 13 315
1 14 900
1 15 686
1 16 65
1 17 367
1 18 729
1 19 1128
2 0 183
2 1 684
2 3 525
2 4 678
2 5 393
2 6 613
2 7 430
2 8 1051
2 9 811
2 10 251
2 11 566
2 12 99
2 13 1116
2 14 1071
2 15 468
2 16 45
2 17 192
2 18 675
2 19 647
3 0 383
3 1 23
3 2 28
3 4 1137
3 5 636
3 6 327
3 7 741
3 8 946
3 9 271
3 10 196
3 11 650
3 12 766
3 13 61
3 14 1005
3 15 218
3 16 1059
3 17 221
3 18 51
3 19 754
4 0 1057
4 1 789
4 2 1014
4 3 273
4 5 65
4 6 708
4 7 50
4 8 94
4 9 132
4 10 513
4 11 281
4 12 1125
4 13 656
4 14 831
4 15 440
4 16 928
4 17 482
4 18 124
4 19 1001
5 0 439
5 1 696
5 2 1047
5 3 1103
5 4 554
5 6 148
5 7 658
5 8 1037
5 9 69
5 10 594
5 11 69
5 12 864
5 13 918
5 14 186
5 15 418
5 16 1028
5 17 843
5 18 945
5 19 328
6 0 903
6 1 774
6 2 1046
6 3 740
6 4 811
6 5 330
6 7 916
6 8 418
6 9 611
6 10 738
6 11 429
6 12 231
6 13 138
6 14 486
6 15 950
6 16 857
6 17 291
6 18 353
6 19 669
7 0 496
7 1 945
7 2 1033
7 3 1017
7 4 1071
7 5 344
7 6 858
7 8 393
7 9 575
7 10 59
7 11 1073
7 12 920
7 13 22
7 14 420
7 15 803
7 16 434
7 17 904
7 18 910
7 19 1038
8 0 462
8 1 528
8 2 591
8 3 846
8 4 79
8 5 1070
8 6 857
8 7 1120
8 9 33
8 10 658
8 11 173
8 12 303
8 13 470
8 14 465
8 15 89
8 16 824
8 17 889
8 18 18
8 19 729
9 0 15
9 1 969
9 2 450
9 3 424
9 4 42
9 5 1029
9 6 711
9 7 828
9 8 869
9 10 37
9 11 296
9 12 232
9 13 735
9 14 346
9 15 1064
9 16 285
9 17 270
9 18 1108
9 19 908
10 0 811
10 1 332
10 2 955
10 3 865
10 4 321
10 5 1117
10 6 577
10 7 842
10 8 522
10 9 1116
10 11 520
10 12 562
10 13 554
10 14 860
10 15 24
10 16 683
10 17 1025
10 18 1086
10 19 410
11 0 497
11 1 1127
11 2 292
11 3 434
11 4 992
11 5 1036
11 6 675
11 7 928
11 8 1083
11 9 1008
11 10 167
11 12 814
11 13 184
11 14 525
11 15 741
11 16 932
11 17 293
11 18 584
11 19 1118
12 0 218
12 1 215
12 2 210
12 3 797
12 4 414
12 5 1073
12 6 35
12 7 951
12 8 513
12 9 410
12 10 3
12 11 43
12 13 278
12 14 726
12 15 895
12 16 252
12 17 892
12 18 96
12 19 216
13 0 109
13 1 120
13 2 903
13 3 425
13 4 480
13 5 1098
13 6 740
13 7 1019
13 8 450
13 9 103
13 10 1039
13 11 458
13 12 148
13 14 580
13 15 651
13 16 246
13 17 870
13 18 877
13 19 276
14 0 735
14 1 323
14 2 68
14 3 466
14 4 445
14 5 914
14 6 428
14 7 486
14 8 402
14 9 755
14 10 956
14 11 1079
14 12 689
14 13 25
14 15 725
14 16 989
14 17 203
14 18 147
14 19 690
15 0 198
15 1 3
15 2 1018
15 3 1075
15 4 575
15 5 727
15 6 80
15 7 3
15 8 883
15 9 522
15 10 784
15 11 877
15 12 1076
15 13 23
15 14 474
15 16 699
15 17 850
15 18 658
15 19 1078
16 0 715
16 1 1096
16 2 999
16 3 935
16 4 243
16 5 189
16 6 601
16 7 397
16 8 135
16 9 217
16 10 1116
16 11 891
16 12 182
16 13 559
16 14 811
16 15 166
16 17 656
16 18 528
16 19 801
17 0 975
17 1 591
17 2 876
17 3 822
17 4 1136
17 5 248
17 6 629
17 7 183
17 8 974
17 9 407
17 10 351
17 11 721
17 12 634
17 13 353
17 14 226
17 15 656
17 16 102
17 18 493
17 19 818
18 0 1027
18 1 642
18 2 1095
18 3 557
18 4 913
18 5 605
18 6 615
18 7 871
18 8 1100
18 9 909
18 10 732
18 11 953
18 12 180
18 13 556
18 14 339
18 15 87
18 16 71
18 17 536
18 19 664
19 0 47
19 1 584
19 2 153
19 3 574
19 4 539
19 5 427
19 6 341
19 7 65
19 8 1017
19 9 975
19 10 622
19 11 14
19 12 506
19 13 67
19 14 26
19 15 534
19 16 1059
19 17 761
19 18 61
0
