200 9950
0 40 7207
0 159 16246
0 121 7974
0 129 10794
0 154 18702
0 65 18110
0 140 13456
0 182 5167
0 106 1906
0 84 29383
0 158 26541
0 90 15672
0 92 1292
0 187 22145
0 77 27524
0 155 5365
0 58 21848
0 126 25848
0 119 17370
0 19 16301
0 163 10112
0 87 28400
0 7 26774
0 20 13716
0 60 989
0 29 6497
0 114 18636
0 193 4208
0 111 1009
0 130 469
0 128 72
0 124 7384
0 179 11698
0 91 23888
0 108 13779
0 117 16472
0 14 16790
0 162 1758
0 135 15534
0 118 7475
0 196 13507
0 170 27107
0 171 556
0 10 7578
0 3 22037
0 24 14560
0 180 12947
1 99 6744
1 137 15697
1 25 20907
1 166 526
1 73 25183
1 107 657
1 198 11958
1 43 2958
1 115 27828
1 109 19549
1 199 21915
1 173 19045
1 33 20116
1 62 7344
1 93 6332
1 110 16761
1 172 15621
1 180 29067
1 151 8478
1 11 7186
1 108 14561
1 159 2540
1 168 25502
1 79 7374
1 152 22051
1 177 207
1 41 3537
1 22 9954
1 46 28947
1 142 7049
1 19 16054
1 30 840
1 138 25485
1 75 24965
1 27 26280
1 102 8440
1 195 24655
1 80 16683
1 49 23503
1 69 20633
1 174 27594
1 15 14644
1 35 24659
1 196 17816
1 16 1501
1 82 1763
1 187 4927
1 129 6887
1 6 11501
1 146 23503
1 119 4957
1 10 10836
1 127 25972
1 121 25813
1 105 21782
1 112 14485
1 91 17215
1 26 1892
1 157 4353
1 42 18554
1 29 21656
1 167 23061
1 28 7479
1 76 13126
1 55 18566
2 32 29002
2 169 24563
2 50 24755
2 71 20686
2 146 17250
2 90 12242
2 167 19046
2 142 11247
2 164 21712
2 62 2852
2 95 10154
2 12 16421
2 153 23265
2 192 4440
2 78 24218
2 163 29362
2 183 14271
2 110 14664
2 57 20979
2 79 20071
2 7 18770
2 159 15375
2 147 14097
2 38 3714
2 47 25632
2 179 646
2 99 22565
2 166 14457
2 173 13106
2 36 18860
2 131 29010
2 106 7138
2 88 6065
2 102 23476
2 37 25626
2 121 8649
2 199 27584
2 61 27778
2 46 19207
2 19 15946
2 0 14389
3 106 12110
3 78 22253
3 194 8380
3 59 6792
3 153 28408
3 105 17321
3 152 24609
3 64 22773
3 140 22652
3 23 482
3 103 6531
3 118 14457
3 45 27288
3 114 20386
3 112 13936
3 49 22703
3 98 23590
3 30 23949
3 143 16106
3 7 4954
3 183 24079
3 132 17581
3 77 13612
3 28 20970
3 11 22047
3 175 1134
3 47 14002
3 82 21731
3 180 1257
3 176 20202
3 72 26776
3 0 28008
3 184 14794
3 119 20341
3 155 10585
3 51 2448
3 32 26413
3 133 20575
3 167 26030
3 60 9538
3 148 8078
3 136 13233
3 14 19083
3 109 22766
3 179 12290
3 1 26461
3 163 6082
3 68 16602
3 199 15393
3 181 17341
4 34 4496
4 156 7650
4 168 86
4 77 28917
4 38 24888
4 142 25216
4 158 29248
4 147 21398
4 95 24312
4 103 2332
4 180 4328
4 102 29412
4 170 28111
4 185 19353
4 174 25087
4 183 25755
4 172 1525
4 57 11674
4 162 2344
4 3 7451
4 27 20937
4 96 24826
4 135 6656
4 98 4021
4 86 12944
4 144 28524
4 182 12685
4 105 20803
4 83 6472
4 112 26849
4 65 28907
4 48 14987
4 19 17927
