10 67
0 1 190
0 2 15
0 9 143
0 4 102
0 3 36
0 5 171
1 5 85
1 8 131
1 0 164
1 6 39
1 2 62
1 4 161
1 9 165
2 7 46
2 8 29
2 3 192
2 9 149
2 1 140
2 4 164
3 5 124
3 8 180
3 0 124
3 2 28
3 4 38
3 7 71
3 1 192
4 9 6
4 2 103
4 3 133
4 7 18
4 6 53
4 5 105
4 0 101
5 3 109
5 2 103
5 1 74
5 6 126
5 0 133
5 8 148
6 5 189
6 3 145
6 0 134
6 9 90
6 4 62
6 7 130
6 2 24
7 2 14
7 8 10
7 5 102
7 0 142
7 1 91
7 4 153
7 3 157
8 1 141
8 9 145
8 7 70
8 3 137
8 5 87
8 4 164
8 0 49
9 4 45
9 2 35
9 5 46
9 3 107
9 8 39
9 0 69
9 6 32
8
