200 19900
0 149 39609
0 193 44588
0 159 13515
0 167 29748
0 78 25154
0 72 20402
0 119 26991
0 30 34400
0 4 52494
0 162 14176
0 21 16455
0 127 24406
0 92 41079
0 195 14998
0 144 23759
0 10 29661
0 22 3278
0 143 46003
0 179 12120
0 41 58618
0 146 34181
0 104 9744
0 88 34998
0 140 39674
0 133 44585
0 181 28139
0 112 14976
0 42 10923
0 91 46932
0 186 15991
0 145 5631
0 155 12746
0 152 56904
0 71 47866
0 9 18976
0 142 4306
0 126 30655
0 157 41604
0 25 35903
0 81 44865
0 33 8614
0 166 35579
0 192 20562
0 98 33675
0 111 19195
0 6 5429
0 50 41742
0 160 49760
0 103 8952
0 107 48639
0 170 2537
0 61 614
0 32 49120
0 173 54659
0 190 10842
0 67 -20
0 17 58982
0 23 5434
0 76 19282
0 77 12515
0 100 51175
0 66 31844
0 101 43617
0 106 16699
0 191 39835
0 130 11549
0 55 25862
0 168 23562
0 40 8733
0 121 18713
0 1 16219
0 158 13388
0 198 29798
0 94 12072
0 84 48814
0 136 11651
0 20 33065
0 63 56161
0 151 48986
0 197 43876
0 114 56650
0 59 30688
0 12 48364
0 171 42297
0 60 44180
0 7 33627
0 148 45934
0 182 1808
0 27 5315
0 194 4721
0 139 34120
0 122 38547
0 19 34186
0 165 9637
0 79 43416
0 132 10236
0 102 45081
0 184 16632
0 120 42348
0 56 44434
0 48 19613
0 188 58264
0 199 3482
0 45 19683
0 16 16258
1 167 40210
1 130 56603
1 3 6818
1 17 38357
1 189 30879
1 12 44046
1 80 48214
1 27 28020
1 84 25411
1 190 38616
1 49 12400
1 14 41665
1 56 48179
1 138 17384
1 142 21269
1 68 45836
1 119 29905
1 97 2130
1 123 32489
1 196 42237
1 117 10249
1 39 16613
1 7 12928
1 37 16566
1 93 32371
1 71 35516
1 46 38934
1 96 31903
1 156 4092
1 154 27347
1 72 51649
1 81 40912
1 165 55548
1 90 29746
1 66 30645
1 51 56951
1 61 29267
1 148 18704
1 2 19731
1 195 41679
1 197 112
1 88 44878
1 106 20337
1 174 53040
1 162 56849
1 163 37731
1 112 55603
1 34 50632
1 143 45940
1 144 42255
1 70 8782
1 69 35212
1 116 24839
1 4 5932
1 145 11928
1 20 37906
1 124 1366
1 131 48548
1 38 29850
1 135 50222
1 161 27549
1 75 15051
1 182 10962
1 5 2706
1 186 11523
1 10 36552
1 139 41973
1 73 3636
1 13 39316
1 48 42731
1 36 21465
1 134 56929
1 19 1718
1 32 6879
1 65 30303
1 126 55029
1 184 12267
1 82 19953
1 87 40264
1 47 14097
1 54 41042
1 194 41469
1 18 16128
1 151 5999
1 157 52202
1 83 25215
1 113 23348
1 21 19196
1 11 3458
1 178 6603
1 133 46327
1 25 20387
1 147 15308
1 159 22602
1 121 3204
2 101 29516
2 28 51325
2 188 2934
2 43 25846
2 103 20842
2 97 52716
2 112 47255
2 164 43198
2 167 56238
2 131 27110
2 85 3898
2 33 42859
2 7 9507
2 14 40878
2 138 22547
2 149 17675
2 183 2517
2 71 46550
2 176 36913
2 48 20742
2 127 3559
2 15 26861
2 197 16244
2 98 44515
2 93 48281
2 191 4821
2 120 30266
2 102 43946
2 142 58892
2 117 34470
2 170 28357
2 133 30595
2 163 39440
2 169 35542
2 56 43597
2 121 46057
2 24 30261
2 63 10857
2 144 21924
2 185 5637
2 92 8284
2 10 27858
2 134 19081
2 26 17093
2 109 38929
2 0 45961
2 137 11211
2 74 35115
2 111 10836
2 32 30841
2 106 38124
2 31 21550
2 151 16851
2 70 24840
2 11 23809
2 135 29842
2 175 14725
2 6 27800
2 23 43579
2 162 41574
2 9 4377
2 22 33998
2 25 26704
2 190 992
2 51 44535
2 99 21682
2 27 24640
2 108 36937
2 29 49327
2 58 -200
2 140 9983
2 174 8980
2 165 21750
2 4 52432
2 20 46409
2 84 20579
2 45 53487
2 91 52817
2 173 38366
2 122 30001
2 82 54258
2 146 33930
2 199 17690
2 17 34170
2 159 7562
2 126 14446
2 186 5767
2 3 58265
2 19 42067
2 194 54752
2 192 50443
2 89 40352
2 153 43650
2 110 23697
2 21 47310
2 55 36248
3 46 45604
3 16 28334
