100 2475
0 86 93
0 91 3219
0 34 4531
0 44 15
0 17 3522
0 59 6843
0 15 4669
0 46 2979
0 55 5582
0 6 2176
0 25 3906
0 95 -52
0 90 518
0 9 6538
0 85 1798
0 11 3356
0 89 2172
0 50 6757
0 77 7332
0 26 3356
0 31 2251
0 12 1950
0 84 3508
0 3 3132
0 32 4139
0 36 2962
0 30 4168
0 23 5268
0 10 1803
1 31 721
1 14 4496
1 99 4482
1 6 1307
1 68 6628
1 36 1575
1 26 6443
1 86 1266
1 88 5263
1 81 1589
1 71 2554
1 95 3221
1 17 1638
1 58 5102
1 27 1498
1 98 6190
1 12 781
1 91 5626
1 53 5845
1 43 2526
1 66 1734
1 4 1667
2 91 734
2 88 9
2 3 962
2 73 6987
2 77 1130
2 10 2620
2 25 797
2 70 4340
2 27 1542
2 80 5470
2 23 2178
2 31 985
2 58 604
2 57 2693
2 42 3471
2 54 2549
2 64 2603
2 36 5889
2 40 3906
2 13 209
2 85 5836
2 16 2034
2 61 4392
2 78 3014
2 62 39
2 76 4359
2 71 386
2 81 4641
3 59 927
3 13 5555
3 85 538
3 75 3432
3 5 6177
3 73 1349
3 32 5471
3 94 3570
3 93 2900
3 55 6056
3 47 -24
3 57 5338
3 45 4258
3 58 6952
3 52 269
3 84 6285
3 60 -9
3 36 5193
3 24 1714
3 12 1393
3 50 2073
3 51 5205
3 53 4749
3 70 4402
3 43 3346
3 40 5183
3 64 3973
3 76 5748
4 53 1732
4 78 842
4 82 6574
4 26 1240
4 92 6283
4 45 -66
4 91 623
4 22 936
4 50 4338
4 70 3710
4 97 789
4 21 701
4 94 456
4 80 4280
4 96 3221
4 19 7404
4 65 926
4 56 4753
4 95 2928
5 15 6782
5 26 716
5 74 3684
5 51 456
5 77 4795
5 81 17
5 76 6206
5 0 6786
5 22 5465
5 8 6882
5 62 1103
5 78 1887
5 41 1904
5 82 5534
5 38 4252
5 19 6392
5 89 4246
5 66 1808
5 35 2229
5 31 5646
5 6 3330
5 7 1046
5 99 6791
5 98 6832
5 3 3111
5 29 4463
5 88 1902
5 54 1506
6 31 3015
6 15 986
6 97 2923
6 44 133
6 79 7263
6 4 1533
6 46 1505
6 49 1676
6 3 2386
6 11 2035
6 85 2925
6 19 6597
6 63 1258
6 25 816
6 70 3030
6 12 4320
6 80 2044
6 67 631
6 34 5525
6 7 4062
6 55 6585
7 72 4938
7 40 6064
7 95 1444
7 37 5487
7 39 1127
7 53 4804
7 45 966
7 73 3151
7 99 6353
7 70 5338
7 52 5231
7 85 4947
7 29 6464
7 12 4930
7 33 2492
7 0 7390
7 61 2240
7 14 3117
7 83 4935
7 34 5504
7 80 7362
7 41 1290
7 59 3888
7 49 2154
8 41 6777
8 60 4710
8 67 3136
8 46 6744
8 18 6201
8 44 769
8 17 1036
8 22 3370
8 89 2347
8 20 490
8 70 1653
8 3 2753
8 75 1035
8 38 1884
8 94 4964
8 92 4429
8 72 2437
8 24 2996
8 23 3084
8 1 5531
8 10 3143
8 96 6322
8 32 6882
8 31 3315
8 56 5273
8 79 3203
8 59 4060
8 69 6519
8 51 3264
8 28 2
8 40 969
8 47 2459
8 90 7088
9 28 -89
9 37 2623
9 45 4225
9 66 7211
9 33 3347
9 12 5528
9 40 6278
9 55 4344
9 88 1438
9 85 1736
9 65 1435
9 60 6269
9 1 602
9 62 7265
9 3 3508
9 32 7146
9 50 6845
9 84 5939
9 83 5158
9 77 6686
9 11 4572
9 19 2944
10 78 7221
10 57 1138
10 29 5978
10 56 2165
10 61 1581
10 8 6173
10 23 4215
10 80 -72
10 89 6969
10 82 6912
10 72 5961
10 95 1139
10 65 7336
10 93 741
10 71 1357
10 53 97
10 99 3689
10 79 2212
10 25 2746
10 67 5417
10 22 2382
10 46 4336
10 14 5664
11 71 2572
11 52 1699
11 96 5034
11 76 1457
11 16 3130
11 92 3468
11 43 2671
11 38 2824
11 78 1038
11 19 49
11 20 2196
11 9 610
11 0 3230
11 95 5554
11 59 3832
11 54 5739
11 48 1601
11 5 546
11 2 3608
11 63 1942
11 6 -48
11 84 2726
11 47 -93
11 80 3438
11 4 4359
11 23 2628
12 11 3968
12 46 5940
12 43 6330
12 59 3821
12 54 3439
12 53 7165
12 21 3207
12 32 3443
12 19 -81
12 73 1663
12 74 6341
12 82 2776
12 75 1613
12 78 6396
12 48 5226
12 70 6055
12 91 4917
12 18 168
12 45 5319
12 1 6132
12 8 6118
12 2 5707
12 44 3775
13 50 5981
13 16 4740
13 46 1978
13 2 34
13 11 4040
13 47 1263
13 20 6835
13 1 6539
13 7 1099
13 22 2495
13 68 1292
14 59 6921
14 41 6239
14 83 2255
14 53 6964
14 75 648
14 85 5296
14 96 3685
14 1 2654
14 2 4480
14 86 3856
14 39 5798
14 48 5714
14 94 4248
14 52 7022
14 54 1535
14 9 2362
14 13 2508
14 22 1643
14 60 1164
14 61 1123
14 88 7032
14 79 2133
14 47 5006
14 25 6056
14 23 7362
14 70 5565
14 8 4540
14 69 167
14 74 1159
14 65 3904
14 84 3548
14 66 1775
14 81 904
14 0 5268
15 26 7265
15 2 3370
15 65 2540
15 38 6729
15 6 5963
15 19 4690
15 43 532
15 13 7080
15 3 5101
15 25 5164
15 14 3058
15 18 3997
15 58 6910
15 21 4574
15 81 4632
15 57 1347
15 75 735
15 1 882
15 88 296
15 29 1732
15 8 69
15 40 4113
15 71 1529
15 97 697
16 27 924
16 3 5372
16 20 7346
16 21 464
16 97 6342
16 31 489
16 57 4049
16 14 3264
16 81 4782
16 48 1647
16 46 6453
16 39 5017
16 73 6084
16 53 6225
16 54 2801
16 12 7126
16 11 6193
16 95 1670
16 62 3212
16 9 3728
16 7 3432
16 42 3543
16 68 642
16 92 7363
16 6 559
17 49 1862
17 2 5459
17 46 7331
17 6 3093
17 36 5563
17 32 4857
17 83 1985
17 27 1245
17 35 2169
17 20 6271
17 60 325
17 82 5067
17 96 3457
17 34 5053
17 3 4803
17 63 7018
17 40 148
17 4 4327
17 11 901
17 99 3255
17 9 2618
17 61 4654
17 86 944
17 7 1914
17 13 7384
17 14 5609
17 44 896
17 39 4612
17 37 4492
17 25 6416
18 26 2708
18 14 2339
18 87 6021
18 98 3103
18 16 6308
18 58 828
18 25 132
18 23 1454
18 53 4644
18 85 4617
18 52 5213
18 28 5419
18 37 4034
18 93 2234
18 22 16
18 32 454
18 96 5762
18 48 6880
18 55 6429
18 99 3950
18 5 2225
18 17 5044
18 34 5180
18 84 702
18 1 1817
18 21 5043
18 94 7209
18 3 5250
18 91 1785
18 88 3115
18 47 5541
18 95 3999
18 2 3688
18 50 2358
18 89 1382
19 29 2180
19 51 3530
19 65 2020
19 39 124
19 88 3198
19 78 6863
19 52 6326
19 17 4008
19 18 357
19 25 509
19 62 7167
