150 22350
0 1 49264
0 2 15678
0 3 11602
0 4 47329
0 5 55675
0 6 10242
0 7 6461
0 8 23807
0 9 55825
0 10 24170
0 11 36579
0 12 58329
0 13 8463
0 14 65215
0 15 22396
0 16 56155
0 17 56326
0 18 13311
0 19 57634
0 20 65304
0 21 25541
0 22 55385
0 23 35047
0 24 12398
0 25 38867
0 26 66152
0 27 46611
0 28 5106
0 29 66019
0 30 21458
0 31 30653
0 32 45716
0 33 24679
0 34 61916
0 35 32600
0 36 24869
0 37 51347
0 38 23131
0 39 31659
0 40 59504
0 41 57018
0 42 1386
0 43 3980
0 44 9557
0 45 21578
0 46 59253
0 47 17522
0 48 64715
0 49 50905
0 50 37511
0 51 63381
0 52 56119
0 53 32236
0 54 35292
0 55 52729
0 56 41637
0 57 18497
0 58 45292
0 59 30838
0 60 52955
0 61 12277
0 62 36853
0 63 37899
0 64 54482
0 65 65428
0 66 60803
0 67 57165
0 68 29860
0 69 65011
0 70 11690
0 71 30923
0 72 13500
0 73 63399
0 74 31545
0 75 60765
0 76 13006
0 77 60329
0 78 28175
0 79 24594
0 80 37130
0 81 39043
0 82 5444
0 83 54013
0 84 49882
0 85 14510
0 86 26488
0 87 42472
0 88 64659
0 89 63150
0 90 40067
0 91 27570
0 92 54019
0 93 66352
0 94 26116
0 95 33445
0 96 21480
0 97 35804
0 98 44031
0 99 61026
0 100 101
0 101 29473
0 102 6097
0 103 14531
0 104 25618
0 105 42328
0 106 10003
0 107 48098
0 108 2472
0 109 30542
0 110 40610
0 111 49938
0 112 20183
0 113 34441
0 114 12076
0 115 56141
0 116 52115
0 117 62896
0 118 29344
0 119 2301
0 120 61854
0 121 29761
0 122 64919
0 123 37882
0 124 25219
0 125 43897
0 126 19251
0 127 35557
0 128 31202
0 129 47589
0 130 52389
0 131 10959
0 132 53363
0 133 51463
0 134 61241
0 135 18658
0 136 48329
0 137 44263
0 138 61318
0 139 11851
0 140 43621
0 141 23356
0 142 9225
0 143 33090
0 144 37020
0 145 64422
0 146 53048
0 147 11297
0 148 23979
0 149 1923
1 0 19859
1 2 21590
1 3 6025
1 4 25290
1 5 50143
1 6 41657
1 7 59238
1 8 31557
1 9 4500
1 10 25865
1 11 14366
1 12 24081
1 13 6804
1 14 30160
1 15 62175
1 16 21288
1 17 52774
1 18 26113
1 19 55097
1 20 36359
1 21 66273
1 22 1835
1 23 35318
1 24 59258
1 25 3354
1 26 43428
1 27 26648
1 28 55943
1 29 8979
1 30 29827
1 31 48339
1 32 58698
1 33 17723
1 34 33053
1 35 40373
1 36 54924
1 37 33188
1 38 21477
1 39 53808
1 40 52150
1 41 18049
1 42 44656
1 43 10458
1 44 26582
1 45 15684
1 46 14704
1 47 15540
1 48 4359
1 49 19586
1 50 31474
1 51 54717
1 52 6917
1 53 14438
1 54 36445
1 55 -78
1 56 37174
1 57 60237
1 58 30892
1 59 27640
1 60 33219
1 61 40584
1 62 7053
1 63 20990
1 64 52744
1 65 54141
1 66 63793
1 67 20259
1 68 56847
1 69 7853
1 70 58873
1 71 12897
1 72 13873
1 73 49565
1 74 62058
1 75 20016
1 76 62823
1 77 7244
1 78 4809
1 79 60550
1 80 16677
1 81 59361
1 82 10250
1 83 45177
1 84 3505
1 85 12467
1 86 59532
1 87 29241
1 88 842
1 89 15268
1 90 45660
1 91 63076
1 92 4282
1 93 60639
1 94 23161
1 95 26728
1 96 44087
1 97 57075
1 98 25563
1 99 58856
1 100 27159
1 101 65635
1 102 33282
1 103 14611
1 104 3363
1 105 57744
1 106 29068
1 107 11799
1 108 52395
1 109 18870
1 110 55132
1 111 22519
1 112 19541
1 113 7263
1 114 56302
1 115 44755
1 116 52612
1 117 39643
1 118 47603
1 119 19952
1 120 18170
1 121 14521
1 122 47587
1 123 30754
1 124 12888
1 125 3296
1 126 46012
1 127 26997
1 128 49608
1 129 58832
1 130 58324
1 131 53428
1 132 42823
1 133 12786
1 134 65314
1 135 65974
1 136 45669
1 137 52704
1 138 14364
1 139 59817
1 140 53311
1 141 15944
1 142 60179
1 143 9184
1 144 519
1 145 6012
1 146 19438
1 147 29298
1 148 37065
1 149 56627
2 0 37543
2 1 35938
2 3 4058
2 4 50653
2 5 7074
2 6 59300
2 7 22034
2 8 45587
2 9 12417
2 10 27275
2 11 51967
2 12 15431
2 13 13669
2 14 17784
2 15 54529
2 16 6100
2 17 57286
2 18 37761
2 19 5126
2 20 6689
2 21 21425
2 22 65860
2 23 6196
2 24 198
2 25 14413
2 26 5152
2 27 53013
2 28 5174
2 29 28992
2 30 47896
2 31 47408
2 32 53232
2 33 2986
2 34 27795
2 35 44940
2 36 12295
2 37 57158
2 38 20723
2 39 37799
2 40 25074
2 41 57223
2 42 41461
2 43 19233
2 44 12608
2 45 55522
2 46 49333
2 47 45779
2 48 59601
2 49 39181
2 50 9151
2 51 9387
2 52 42543
2 53 16623
2 54 19979
2 55 43005
2 56 34251
2 57 66723
2 58 66053
2 59 43046
2 60 2816
2 61 45527
2 62 44582
2 63 7454
2 64 26309
2 65 46108
2 66 44068
2 67 20622
2 68 27860
2 69 53218
2 70 -147
2 71 5954
2 72 47126
