200 29850
0 64 71315
0 88 15147
0 61 71250
0 54 25402
0 107 24354
0 57 14986
0 24 72488
0 174 38682
0 130 24228
0 91 57604
0 27 64834
0 134 85899
0 110 21853
0 17 2413
0 74 15380
0 63 14481
0 42 18722
0 50 2874
0 47 72299
0 79 88356
0 125 54880
0 11 87497
0 179 59112
0 82 74185
0 165 70035
0 138 26335
0 8 15970
0 10 40522
0 111 40158
0 106 31239
0 32 75067
0 162 16761
0 6 58210
0 194 69889
0 16 50563
0 59 46105
0 18 41772
0 100 72935
0 171 79486
0 189 29084
0 186 54456
0 192 80521
0 62 42675
0 99 86855
0 1 47675
0 129 4243
0 19 83883
0 108 19366
0 114 60475
0 190 48494
0 70 64052
0 85 62530
0 182 82473
0 145 25621
0 26 24633
0 195 81784
0 36 34737
0 80 15854
0 29 79265
0 28 38384
0 98 80950
0 65 67438
0 157 14889
0 94 84404
0 93 78249
0 199 88142
0 31 21655
0 49 29759
0 178 2864
0 180 80443
0 22 22596
0 83 47909
0 153 70530
0 90 80735
0 120 56157
0 166 58844
0 12 55149
0 41 32235
0 127 73098
0 75 27783
0 173 33257
0 158 20469
0 104 63522
0 151 78760
0 51 81614
0 149 49669
0 33 59502
0 159 11089
0 170 35101
0 123 56213
0 46 4382
0 76 15597
0 2 14033
0 55 88903
0 185 55209
0 121 7310
0 144 16946
0 183 20752
0 13 29598
0 152 43018
0 150 73520
0 44 4201
0 126 60633
0 35 82735
0 39 31720
0 137 20047
0 187 44821
0 38 3714
0 128 88428
0 167 64856
0 20 24397
0 177 33010
0 193 33574
0 154 24135
0 34 71488
0 25 24783
0 67 20408
0 66 6989
0 58 18661
0 37 58650
0 77 81385
0 160 70932
0 78 54140
0 68 26217
0 69 71343
0 5 33578
0 197 50553
0 86 87882
0 131 53133
0 155 47731
0 117 71851
0 133 23651
0 9 55027
0 52 70533
0 142 4943
0 71 42467
0 148 24694
0 103 75275
0 169 88204
0 136 83032
0 95 32709
0 143 52879
0 15 63754
0 119 17719
0 45 18880
1 170 62091
1 187 80215
1 53 29831
1 28 3365
1 151 4084
1 158 19549
1 95 35921
1 86 39744
1 197 23410
1 155 5593
1 172 46642
1 74 74973
1 65 73808
1 32 69970
1 92 65584
1 0 43496
1 82 12295
1 181 46186
1 140 23789
1 180 25465
1 166 71434
1 192 82951
1 81 15975
1 132 61271
1 127 16577
1 27 56650
1 176 5235
1 78 63882
1 102 49316
1 129 49542
1 191 47580
1 26 80981
1 105 39960
1 100 4293
1 183 66735
1 188 75728
1 160 81902
1 21 49728
1 131 35688
1 135 47750
1 52 41422
1 33 31176
1 161 47974
1 47 13486
1 168 6874
1 124 63872
1 66 78854
1 184 17115
1 12 45010
1 62 27911
1 114 88194
1 139 3256
1 145 17439
1 94 67863
1 38 77838
1 111 12065
1 22 48516
1 198 58396
1 174 45195
1 48 51179
1 44 83518
1 71 37496
1 137 71953
1 2 18916
1 5 82604
1 58 31110
1 35 15240
1 193 55593
1 199 24975
1 4 3947
1 83 83638
1 108 1519
1 126 7532
1 99 33558
1 98 61816
1 76 22743
1 54 72241
1 39 26315
1 143 23161
1 3 62688
1 61 4689
1 196 85786
1 37 11198
1 146 19156
1 101 62414
1 134 34305
1 34 37003
1 20 33634
1 113 28273
1 178 12357
1 194 42803
1 91 36158
1 6 8100
1 93 52544
1 147 10584
1 130 23656
1 107 77338
1 24 77762
1 117 81570
1 73 29002
1 79 52432
1 163 26459
1 11 59382
1 55 57226
1 88 45706
1 63 29936
1 23 41276
1 157 30282
1 104 1314
1 56 84231
1 169 46738
1 43 6550
1 153 34896
1 80 59477
1 189 13009
1 90 76926
1 154 39453
1 67 70775
1 133 57820
1 84 37394
1 31 19496
1 9 68181
1 116 67475
1 159 81229
1 150 22252
1 57 4433
1 175 54214
1 7 84047
1 149 4405
1 136 13093
1 97 77572
1 49 33513
1 96 69959
1 110 53908
1 69 26124
1 103 61325
1 186 74539
1 85 42478
1 19 64349
1 41 36584
1 120 13716
1 125 66354
1 64 13421
1 10 37147
1 122 19538
1 14 18630
1 87 26767
1 25 74603
1 121 10008
1 45 42469
2 117 20061
2 88 60867
2 58 62294
2 163 18686
2 154 44242
2 95 8430
2 161 63829
2 63 18431
2 109 28836
2 129 4014
2 108 16551
2 103 38463
2 149 67875
2 52 88067
2 113 5666
2 59 20873
2 192 80866
2 20 70842
2 14 28576
2 132 65649
2 57 27651
2 131 61660
2 17 26140
2 107 59107
2 24 59419
2 156 77929
2 123 14190
2 38 19485
2 183 44436
2 93 33512
2 77 77839
2 150 82195
2 148 39792
2 72 53862
2 144 52210
2 199 28922
2 82 18454
2 67 40410
2 180 37331
2 105 61120
2 7 85108
2 69 52047
2 8 79629
2 66 3604
2 22 850
2 74 30787
2 143 44177
2 134 2767
2 170 82440
2 47 39679
2 110 88333
2 61 20188
2 155 33321
2 15 66805
2 87 69421
2 96 5823
2 126 3166
2 197 34063
