200 29850
0 57 20586
0 170 22379
0 196 57427
0 8 70724
0 198 64317
0 76 70854
0 14 21874
0 84 85567
0 66 28820
0 114 69909
0 65 81951
0 181 23650
0 164 20614
0 110 88201
0 119 33108
0 199 22334
0 99 59275
0 96 16341
0 72 21270
0 37 30458
0 175 71349
0 79 66604
0 47 58457
0 133 2178
0 151 17740
0 26 55523
0 60 39753
0 153 71694
0 32 45209
0 22 30602
0 138 17884
0 90 44694
0 179 17238
0 185 69301
0 63 49594
0 104 75460
0 83 17532
0 135 15479
0 171 30091
0 148 71945
0 68 5843
0 46 70256
0 52 37563
0 121 58952
0 40 9881
0 163 75442
0 102 66644
0 100 30496
0 160 33468
0 168 27584
0 70 77759
0 134 78343
0 103 83515
0 38 44953
0 16 61100
0 161 80666
0 34 35791
0 1 78139
0 28 18529
0 25 75008
0 194 76423
0 173 55065
0 165 57467
0 145 60635
0 98 80376
0 186 59222
0 125 24193
0 67 11199
0 178 19633
0 9 40394
0 69 70752
0 6 68085
0 149 3129
0 174 13103
0 80 12240
0 56 76301
0 183 6657
0 130 71036
0 11 941
0 191 40007
0 157 62125
0 87 61290
0 118 58327
0 50 85155
0 152 12681
0 10 4149
0 126 52393
0 93 66224
0 94 15808
0 3 42924
0 31 22883
0 27 3278
0 136 16686
0 15 63962
0 172 62167
0 140 61403
0 146 33766
0 24 68995
0 150 56368
0 71 72558
0 155 47378
0 91 18920
0 156 59810
0 19 9695
0 182 15868
0 85 19864
0 12 16675
0 167 5959
0 48 51078
0 115 53607
0 43 1535
0 54 61875
0 51 86900
0 112 7948
0 7 53331
0 137 36215
0 2 44421
0 154 4222
0 117 7038
0 184 77426
0 147 29674
0 36 49103
0 129 84014
0 75 26498
0 45 33304
0 132 31377
0 144 43739
0 105 75458
0 17 66711
0 111 45532
0 195 63369
0 73 46418
0 169 15031
0 159 10152
0 29 69979
0 78 38260
0 122 54812
0 55 9749
0 41 84090
0 101 70814
0 123 22256
0 120 80056
0 97 34282
0 143 80165
0 62 51955
1 83 29519
1 144 81354
1 124 65870
1 5 59964
1 33 85878
1 85 11512
1 132 845
1 73 22395
1 36 10562
1 129 78429
1 134 63111
1 147 21672
1 86 55548
1 181 27132
1 198 88837
1 51 72456
1 155 77227
1 68 56778
1 154 49455
1 15 22587
1 6 46995
1 172 20978
1 194 33023
1 165 31106
1 184 57867
1 96 67189
1 30 51126
1 31 15894
1 32 85220
1 122 26609
1 111 21937
1 55 85210
1 182 50607
1 56 63802
1 114 23568
1 77 29551
1 24 56598
1 118 44153
1 162 58618
1 84 12179
1 82 1148
1 44 64352
1 137 60870
1 25 11740
1 80 84462
1 67 62230
1 109 53087
1 101 79679
1 58 66432
1 37 73138
1 41 57570
1 143 1479
1 161 3023
1 14 61573
1 60 64016
1 59 87692
1 26 28054
1 46 19984
1 7 25618
1 146 56730
1 43 38933
1 167 43735
1 19 39166
1 189 33137
1 52 25411
1 199 5057
1 12 54436
1 23 83511
1 29 43515
1 159 80473
1 3 39619
1 13 66292
1 27 78634
1 57 63895
1 183 12209
1 100 71042
1 135 26836
1 49 864
1 92 32329
1 185 8512
1 81 38221
1 20 30146
1 10 73727
1 116 46335
1 186 54879
1 106 25074
1 126 65567
1 145 58977
1 140 54455
1 179 14942
1 173 7125
1 102 76509
1 103 74284
1 139 18786
1 180 78571
1 119 86213
1 170 52804
1 108 61345
1 188 76260
1 34 66088
1 105 42801
1 39 61063
1 158 60185
1 149 14273
1 157 45069
1 117 63739
1 187 82640
1 191 39580
1 79 36656
1 131 31373
1 136 38006
1 115 31015
1 28 84935
1 78 8423
1 21 77174
1 125 36291
1 90 39101
1 142 28457
1 169 35282
1 22 10870
1 17 66753
1 127 40291
1 197 9112
1 130 3304
1 47 20356
1 61 68410
1 193 26912
1 62 87370
1 88 8361
1 54 25158
1 87 74832
1 95 22944
1 75 2144
1 99 73141
1 177 56038
1 94 56746
1 64 69757
1 74 12483
1 141 63809
1 45 23449
1 38 73577
1 8 8394
1 151 46163
1 0 6050
1 160 58658
1 195 43730
1 192 9405
