50 1225
0 24 2060
0 10 2363
0 12 2841
0 47 787
0 16 570
0 35 2149
0 32 491
0 48 2586
0 43 1041
0 42 2461
0 22 2638
0 33 1738
0 29 2586
0 26 3133
0 14 1630
0 21 3370
0 37 1487
0 39 116
0 27 2137
0 5 3360
0 28 2473
0 36 1936
0 17 1316
0 31 331
1 19 2711
1 33 459
1 32 2862
1 27 1474
1 35 1727
1 11 585
1 44 201
1 16 2844
1 10 710
1 9 2038
1 7 2506
1 41 815
1 46 138
1 12 2721
1 13 2696
1 49 3574
1 4 1452
1 8 2505
1 38 252
1 37 269
1 24 1479
1 3 3174
1 29 1575
1 40 450
2 7 385
2 11 207
2 24 2444
2 18 2926
2 6 2351
2 38 1466
2 49 980
2 46 2788
2 42 3567
2 31 2880
2 32 3391
2 1 16
2 20 2998
2 9 856
2 29 700
2 27 2975
2 43 2683
2 28 499
2 10 2950
2 48 3305
2 14 703
2 12 2023
3 35 2287
3 5 1770
3 33 2717
3 44 3147
3 32 3666
3 36 1746
3 40 3480
3 37 2232
3 14 908
3 4 1210
3 6 1018
3 16 2513
3 11 1404
3 31 967
3 28 2801
3 0 2706
3 23 2989
3 10 2299
3 29 3164
3 12 1473
4 41 642
4 27 916
4 31 2252
4 26 3647
4 40 1385
4 34 125
4 16 120
4 21 544
4 42 3284
4 22 3290
4 8 2732
4 29 2074
4 33 2963
4 7 1028
4 28 250
4 35 1421
4 13 2645
4 15 1269
4 49 1671
4 45 503
4 25 254
4 14 302
4 32 3233
5 25 1680
5 15 3115
5 32 1432
5 13 2545
5 34 3524
5 49 1925
5 35 3030
5 39 2871
5 4 3353
5 1 1493
5 26 1497
5 17 2270
5 28 2787
5 11 1620
5 2 2527
5 43 1915
5 37 351
5 10 1026
5 36 1366
5 18 1314
5 20 2313
5 30 2221
5 42 1764
5 9 917
5 29 2955
5 48 2313
6 39 2703
6 16 1495
6 8 2798
6 7 589
6 26 745
6 24 624
6 18 2724
6 37 2733
6 29 1236
6 21 1730
6 28 2742
6 35 3533
6 12 1759
6 36 518
6 42 816
6 44 480
6 38 412
6 46 2392
6 15 472
6 23 800
6 49 1966
6 11 581
6 19 121
6 33 2317
6 40 1742
6 0 877
6 20 1367
6 31 3315
6 32 1181
6 17 2429
6 22 3608
7 13 1620
7 2 599
7 21 1399
7 36 1665
7 49 1844
7 46 264
7 4 1060
7 10 3384
7 18 2955
7 11 2316
7 47 2430
7 17 21
7 27 60
7 15 2065
7 29 1219
7 23 596
7 39 3174
7 33 3422
7 8 3488
7 26 1620
7 32 3113
7 38 2981
7 48 2124
7 43 1144
7 37 2740
8 34 1105
8 12 962
8 38 3474
8 7 2413
8 15 2689
8 43 2424
8 21 17
8 16 1056
8 47 1463
8 37 1819
8 6 2589
8 42 571
8 10 1438
8 32 893
8 13 2263
8 26 1623
8 30 1990
8 27 3158
8 17 107
8 5 3193
8 36 3208
8 40 3468
8 2 464
8 33 561
8 9 3376
8 28 1113
8 25 1887
9 38 2979
9 44 1976
9 28 1519
9 45 1447
9 8 3046
9 14 1839
9 11 1934
9 36 2816
9 22 867
9 20 2073
9 33 2763
9 46 2794
9 24 1630
9 48 111
9 19 805
9 7 681
9 30 574
9 2 1336
9 6 559
9 49 3653
9 31 3497
9 32 2803
9 17 505
9 1 504
9 43 1021
9 13 2322
10 1 1034
10 39 3214
10 9 2913
10 5 767
10 25 2548
10 8 1223
10 18 2037
10 38 2447
10 17 3054
10 2 281
10 6 764
10 43 202
10 35 1296
10 13 128
10 41 1760
10 49 3402
10 36 259
10 23 30
10 33 3491
10 14 3016
10 44 198
10 46 3036
10 32 2078
11 27 1131
11 24 1152
11 44 1827
11 8 2883
11 39 2507
11 40 372
11 5 2613
11 46 1086
11 3 2631
11 35 1661
11 13 3444
11 31 1485
11 33 728
11 12 145
11 37 1183
11 34 2485
11 17 62
11 43 896
11 30 1927
11 49 1997
11 2 713
11 9 1899
11 36 3046
11 32 1427
11 18 1732
11 48 198
11 26 764
11 22 3410
11 42 313
11 15 1642
12 45 1163
12 22 2722
12 31 2265
12 16 3057
12 8 1467
12 18 3059
12 23 226
12 11 1552
12 6 1913
12 7 3246
12 14 604
12 27 2080
12 17 1253
12 34 816
12 46 3247
12 33 315
12 15 1657
12 30 1628
12 37 533
12 9 1420
12 24 3419
12 28 1475
12 10 661
12 5 1357
12 47 2235
12 29 176
13 41 160
13 28 2235
13 1 2546
13 17 1803
13 35 2635
13 40 3090
13 44 3252
13 22 350
13 3 549
13 21 458
13 9 3473
13 12 288
13 0 2873
13 23 1791
13 42 574
13 29 2046
13 4 267
13 20 3533
13 24 1696
13 19 1491
13 49 584
14 48 2197
14 21 807
14 25 1146
14 15 1161
14 29 244
14 49 544
14 4 1236
14 34 480
14 24 2486
14 46 2450
14 33 980
14 23 1563
14 10 1748
14 28 1165
14 16 1222
14 13 495
14 32 1346
14 45 2893
14 41 3261
14 39 2118
14 30 2723
14 7 1541
14 5 1674
15 7 2265
15 48 1504
15 42 1006
15 11 3112
15 2 802
15 8 2729
15 28 1775
15 44 1243
15 32 2034
15 12 909
15 16 386
15 46 1521
15 0 621
15 23 2576
15 14 1580
15 38 2832
15 5 2294
15 37 1326
15 13 3427
15 19 3440
15 35 2074
15 41 1515
15 20 2335
15 25 1459
15 40 2966
15 21 2084
16 2 1949
16 47 1840
16 44 2743
16 9 1677
16 48 3008
16 45 3008
16 27 576
16 29 2388
16 46 1016
16 15 1070
16 8 433
16 5 3429
16 35 522
16 37 1182
16 36 620
16 12 3581
16 39 427
16 10 392
16 14 909
16 22 750
16 28 1207
16 41 2249
16 43 1323
16 1 2923
16 3 2565
17 16 125
17 19 1034
17 40 2382
17 5 1077
17 35 2734
17 21 8
17 47 3050
17 9 1355
17 44 561
17 48 2656
17 30 1948
17 36 1055
17 7 2670
17 29 356
17 23 2901
17 8 2980
17 0 1665
17 3 2560
17 24 3439
17 1 59
17 26 3258
17 42 1643
18 43 3401
18 27 1563
18 40 2218
18 30 1161
18 35 803
18 36 405
18 7 346
18 9 799
18 25 2197
18 28 2699
18 29 3626
18 46 2573
18 39 2130
18 13 721
18 2 2616
18 20 3248
18 31 1235
18 26 2254
18 32 2549
18 19 687
18 12 975
18 22 1188
19 20 3463
19 31 1394
19 45 1350
19 32 3174
19 6 677
19 7 688
19 27 3033
19 37 3016
19 0 2440
19 29 406
19 21 1229
19 22 1921
19 8 2601
19 13 1754
19 10 1793
19 15 1596
19 28 3442
19 25 865
19 3 1881
19 42 840
19 9 738
19 46 3116
19 12 29
20 27 2579
20 31 2115
20 45 2715
20 23 3386
20 18 3670
20 37 3607
20 38 2099
20 32 1540
20 2 3608
20 26 2817
20 24 1972
20 48 2319
20 15 2861
20 41 2844
20 46 2733
20 42 984
20 4 2079
20 12 2643
20 43 2724
20 7 3366
20 11 1353
20 0 2153
20 44 2841
20 10 410
20 21 1480
20 49 3044
20 33 2024
20 14 2891
21 1 3601
21 9 3070
21 5 3443
21 36 2324
21 34 111
21 28 863
21 15 1197
21 23 3270
21 13 2409
21 37 3528
21 49 1699
21 40 997
21 11 1673
21 48 3562
21 27 2364
21 25 1741
21 20 276
21 41 703
21 8 3276
21 18 999
21 4 298
21 19 2410
21 45 3034
21 31 953
21 46 1825
22 32 1842
22 24 2665
22 31 2805
22 18 553
22 10 2270
22 45 1094
22 40 1170
22 35 631
22 27 1967
22 3 842
22 0 2908
22 42 2463
22 19 1477
22 14 2380
22 49 3301
22 17 968
22 15 728
22 28 2200
22 29 1718
22 48 1898
22 8 867
22 41 243
22 13 1232
22 46 3315
22 47 3282
22 36 725
23 12 1208
23 35 1307
23 28 1842
23 16 1359
23 33 1764
23 5 110
23 31 922
23 24 72
23 26 1581
23 38 1558
23 40 2004
23 18 150
23 15 1607
23 30 3046
23 9 1917
23 14 2529
23 36 2923
23 11 3355
23 2 3206
24 9 2684
24 5 717
24 36 312
24 37 857
24 8 3322
24 39 1287
24 45 2598
24 44 2787
24 46 3139
24 17 2592
24 27 360
24 13 495
24 47 2444
24 1 1420
24 41 3547
24 32 1243
24 34 18
24 11 3535
25 32 2403
25 41 1292
25 42 472
25 45 2745
25 19 3221
25 36 1303
25 38 3335
25 22 2968
25 33 340
25 44 436
25 30 161
25 15 1982
25 26 782
25 29 3202
25 3 3085
25 28 1265
25 31 3071
25 8 3148
25 7 1687
25 49 641
25 11 321
25 21 2528
25 24 515
25 20 503
25 12 1056
25 40 436
25 43 3624
25 27 750
25 37 111
26 0 1546
26 23 1562
26 46 2285
26 12 2941
26 22 1272
26 15 2095
26 10 396
26 14 879
26 16 2686
26 11 1785
26 32 128
26 25 2605
26 27 3316
26 47 3284
26 39 2294
26 37 1263
