15 210
0 1 168
0 2 18
0 3 441
0 4 549
0 5 30
0 6 80
0 7 131
0 8 469
0 9 247
0 10 266
0 11 383
0 12 379
0 13 541
0 14 279
1 0 626
1 2 408
1 3 402
1 4 553
1 5 606
1 6 247
1 7 603
1 8 466
1 9 60
1 10 37
1 11 492
1 12 352
1 13 576
1 14 296
2 0 392
2 1 515
2 3 539
2 4 552
2 5 354
2 6 612
2 7 572
2 8 496
2 9 546
2 10 452
2 11 434
2 12 445
2 13 487
2 14 206
3 0 349
3 1 250
3 2 153
3 4 154
3 5 557
3 6 208
3 7 451
3 8 264
3 9 412
3 10 401
3 11 437
3 12 208
3 13 453
3 14 405
4 0 254
4 1 229
4 2 264
4 3 509
4 5 118
4 6 526
4 7 618
4 8 80
4 9 350
4 10 141
4 11 239
4 12 45
4 13 12
4 14 150
5 0 485
5 1 364
5 2 624
5 3 336
5 4 364
5 6 15
5 7 206
5 8 293
5 9 562
5 10 532
5 11 205
5 12 10
5 13 248
5 14 399
6 0 27
6 1 260
6 2 40
6 3 29
6 4 88
6 5 258
6 7 462
6 8 257
6 9 517
6 10 380
6 11 390
6 12 138
6 13 624
6 14 115
7 0 66
7 1 315
7 2 164
7 3 614
7 4 230
7 5 107
7 6 135
7 8 416
7 9 556
7 10 375
7 11 278
7 12 354
7 13 252
7 14 398
8 0 519
8 1 515
8 2 272
8 3 471
8 4 118
8 5 611
8 6 125
8 7 581
8 9 161
8 10 8
8 11 484
8 12 351
8 13 372
8 14 403
9 0 513
9 1 183
9 2 384
9 3 366
9 4 60
9 5 36
9 6 193
9 7 489
9 8 318
9 10 393
9 11 213
9 12 142
9 13 576
9 14 205
10 0 563
10 1 308
10 2 375
10 3 564
10 4 121
10 5 488
10 6 295
10 7 432
10 8 594
10 9 562
10 11 374
10 12 5
10 13 351
10 14 190
11 0 610
11 1 7
11 2 17
11 3 212
11 4 340
11 5 471
11 6 407
11 7 599
11 8 185
11 9 385
11 10 131
11 12 152
11 13 202
11 14 622
12 0 191
12 1 327
12 2 491
12 3 266
12 4 407
12 5 277
12 6 559
12 7 385
12 8 193
12 9 115
12 10 523
12 11 382
12 13 509
12 14 29
13 0 503
13 1 334
13 2 604
13 3 197
13 4 462
13 5 589
13 6 350
13 7 236
13 8 521
13 9 327
13 10 147
13 11 431
13 12 518
13 14 476
14 0 486
14 1 629
14 2 624
14 3 553
14 4 138
14 5 62
14 6 223
14 7 261
14 8 126
14 9 629
14 10 411
14 11 311
14 12 127
14 13 253
4
