150 22350
0 1 32663
0 2 7691
0 3 10702
0 4 7007
0 5 51290
0 6 9353
0 7 59237
0 8 9250
0 9 54556
0 10 11231
0 11 59555
0 12 4175
0 13 65696
0 14 66084
0 15 59333
0 16 31329
0 17 58959
0 18 5405
0 19 62866
0 20 16888
0 21 31537
0 22 26320
0 23 9674
0 24 22567
0 25 47181
0 26 4327
0 27 57113
0 28 18878
0 29 31079
0 30 13681
0 31 41829
0 32 37934
0 33 58232
0 34 59664
0 35 34229
0 36 42648
0 37 8500
0 38 49373
0 39 23162
0 40 11124
0 41 29677
0 42 63367
0 43 60529
0 44 37887
0 45 53697
0 46 55730
0 47 52178
0 48 56143
0 49 47832
0 50 12768
0 51 56530
0 52 6188
0 53 31410
0 54 61677
0 55 51232
0 56 14256
0 57 49495
0 58 57685
0 59 11409
0 60 56367
0 61 2311
0 62 43160
0 63 669
0 64 58292
0 65 29997
0 66 50501
0 67 4767
0 68 57963
0 69 63871
0 70 16648
0 71 1051
0 72 41093
0 73 30875
0 74 44847
0 75 53666
0 76 49052
0 77 13741
0 78 55420
0 79 25216
0 80 3609
0 81 47034
0 82 391
0 83 52239
0 84 13628
0 85 19833
0 86 28195
0 87 27578
0 88 40836
0 89 8557
0 90 2939
0 91 32185
0 92 60288
0 93 61310
0 94 56159
0 95 50308
0 96 2963
0 97 7897
0 98 35730
0 99 19961
0 100 2980
0 101 316
0 102 19207
0 103 7984
0 104 29298
0 105 63819
0 106 61673
0 107 10707
0 108 55072
0 109 54243
0 110 8208
0 111 40927
0 112 24825
0 113 28097
0 114 17829
0 115 960
0 116 23157
0 117 47001
0 118 15698
0 119 22113
0 120 6398
0 121 2386
0 122 22128
0 123 33112
0 124 64165
0 125 956
0 126 31468
0 127 21724
0 128 32698
0 129 65594
0 130 37173
0 131 26315
0 132 53283
0 133 26873
0 134 38882
0 135 65331
0 136 24463
0 137 31142
0 138 38270
0 139 22123
0 140 337
0 141 24992
0 142 33711
0 143 26251
0 144 46266
0 145 42218
0 146 22388
0 147 18761
0 148 27834
0 149 2088
1 0 18740
1 2 61260
1 3 12188
1 4 26177
1 5 16357
1 6 52014
1 7 15763
1 8 50927
1 9 43718
1 10 51464
1 11 30033
1 12 26200
1 13 31867
1 14 15840
1 15 33847
1 16 36631
1 17 30170
1 18 24570
1 19 6126
1 20 40062
1 21 36949
1 22 4873
1 23 46755
1 24 40357
1 25 6563
1 26 18808
1 27 28467
1 28 2021
1 29 24999
1 30 29823
1 31 6391
1 32 1902
1 33 41532
1 34 48697
1 35 51018
1 36 25798
1 37 7539
1 38 5756
1 39 55775
1 40 62111
1 41 41086
1 42 26686
1 43 21662
1 44 49478
1 45 18438
1 46 62815
1 47 8390
1 48 4502
1 49 5978
1 50 49702
1 51 16718
1 52 9372
1 53 48007
1 54 10947
1 55 32955
1 56 12457
1 57 23354
1 58 63217
1 59 23294
1 60 21947
1 61 49475
1 62 55315
1 63 41863
1 64 47158
1 65 12024
1 66 443
1 67 60797
1 68 63767
1 69 27830
1 70 3224
1 71 37644
1 72 49256
1 73 41531
1 74 27719
1 75 3957
1 76 9037
1 77 60355
1 78 8639
1 79 12089
1 80 35373
1 81 24886
1 82 5070
1 83 30404
1 84 57507
1 85 13652
1 86 11024
1 87 16672
1 88 24479
1 89 48448
1 90 18803
1 91 8861
1 92 33491
1 93 55863
1 94 31607
1 95 51382
1 96 53761
1 97 14022
1 98 15255
1 99 29640
1 100 16403
1 101 2933
1 102 25211
1 103 4782
1 104 37134
1 105 44404
1 106 48674
1 107 50623
1 108 15934
1 109 65422
1 110 12468
1 111 10362
1 112 45818
1 113 28040
1 114 59250
1 115 10572
1 116 5854
1 117 66816
1 118 56021
1 119 2639
1 120 10150
1 121 41598
1 122 57694
1 123 49703
1 124 45246
1 125 41648
1 126 59099
1 127 59852
1 128 33436
1 129 56021
1 130 1204
1 131 62161
1 132 36462
1 133 9233
1 134 19038
1 135 42591
1 136 42285
1 137 17009
1 138 49371
1 139 4055
1 140 38674
1 141 62066
1 142 48094
1 143 51601
1 144 40576
1 145 18076
1 146 6861
1 147 36933
1 148 53328
1 149 40283
2 0 39060
2 1 4737
2 3 44474
2 4 64782
2 5 60718
2 6 62455
2 7 50135
2 8 42347
2 9 64014
2 10 51099
2 11 1379
2 12 50047
2 13 55251
2 14 28309
2 15 24425
2 16 42111
2 17 49076
2 18 56966
2 19 57722
2 20 50797
2 21 42887
2 22 63433
2 23 24412
2 24 5765
2 25 37784
2 26 60088
2 27 130
2 28 6343
2 29 35445
2 30 12665
2 31 65737
2 32 6514
2 33 36444
2 34 17796
2 35 57928
2 36 65757
2 37 5257
2 38 13322
2 39 21870
2 40 39551
2 41 43700
2 42 43331
2 43 1942
2 44 38872
2 45 47179
2 46 41257
2 47 33435
2 48 20926
2 49 4848
2 50 13169
2 51 12085
2 52 49236
2 53 46431
2 54 47648
2 55 14862
2 56 36708
2 57 21156
2 58 57339
2 59 33482
2 60 25845
2 61 43615
2 62 14847
2 63 60424
2 64 37308
2 65 10342
2 66 49769
2 67 41635
2 68 9346
2 69 59824
2 70 6307
2 71 55387
2 72 48934
2 73 47869
2 74 39985
