50 2450
0 1 4596
0 2 961
0 3 4044
0 4 2155
0 5 4643
0 6 5343
0 7 6526
0 8 2730
0 9 4798
0 10 4194
0 11 4444
0 12 7055
0 13 6297
0 14 6402
0 15 3290
0 16 2817
0 17 5992
0 18 1594
0 19 2173
0 20 2326
0 21 5673
0 22 4843
0 23 2686
0 24 7203
0 25 3358
0 26 7202
0 27 1454
0 28 4359
0 29 3810
0 30 90
0 31 7115
0 32 1392
0 33 2281
0 34 729
0 35 6851
0 36 2538
0 37 6370
0 38 5008
0 39 772
0 40 1875
0 41 2961
0 42 783
0 43 1981
0 44 2392
0 45 4153
0 46 1388
0 47 3627
0 48 5963
0 49 5274
1 0 1366
1 2 1894
1 3 1792
1 4 3418
1 5 6385
1 6 4038
1 7 1751
1 8 2072
1 9 6745
1 10 1201
1 11 3467
1 12 2971
1 13 5773
1 14 3103
1 15 3387
1 16 1927
1 17 4451
1 18 5338
1 19 2723
1 20 6339
1 21 2784
1 22 4358
1 23 849
1 24 6096
1 25 3416
1 26 5139
1 27 5667
1 28 2116
1 29 5564
1 30 2972
1 31 1857
1 32 828
1 33 5160
1 34 733
1 35 4631
1 36 5320
1 37 3035
1 38 7152
1 39 1232
1 40 3903
1 41 839
1 42 3457
1 43 5586
1 44 4905
1 45 3590
1 46 4980
1 47 5052
1 48 5740
1 49 1400
2 0 3413
2 1 7342
2 3 1556
2 4 2562
2 5 5377
2 6 127
2 7 3967
2 8 4746
2 9 1286
2 10 4131
2 11 5735
2 12 7129
2 13 9
2 14 7307
2 15 6126
2 16 3578
2 17 6900
2 18 272
2 19 520
2 20 1469
2 21 1818
2 22 1123
2 23 2100
2 24 2355
2 25 3339
2 26 3253
2 27 7118
2 28 1982
2 29 3631
2 30 1687
2 31 1199
2 32 1112
2 33 5484
2 34 6888
2 35 6297
2 36 283
2 37 167
2 38 1187
2 39 1845
2 40 1174
2 41 4733
2 42 1090
2 43 2068
2 44 6880
2 45 3971
2 46 327
2 47 916
2 48 1275
2 49 4054
3 0 5026
3 1 959
3 2 4007
3 4 3097
3 5 6595
3 6 1239
3 7 4900
3 8 2722
3 9 223
3 10 5842
3 11 2200
3 12 789
3 13 4904
3 14 4356
3 15 2546
3 16 7237
3 17 6748
3 18 4856
3 19 1988
3 20 7059
3 21 2141
3 22 2160
3 23 4078
3 24 6434
3 25 5002
3 26 2714
3 27 6529
3 28 993
3 29 1664
3 30 2277
3 31 6850
3 32 4837
3 33 3389
3 34 6508
3 35 6666
3 36 917
3 37 6679
3 38 800
3 39 5283
3 40 5031
3 41 2390
3 42 144
3 43 2543
3 44 1184
3 45 4135
3 46 5661
3 47 4140
3 48 7086
3 49 1139
4 0 3435
4 1 1019
4 2 298
4 3 728
4 5 443
4 6 6274
4 7 6922
4 8 3466
4 9 868
4 10 466
4 11 6631
4 12 6087
4 13 5658
4 14 1999
4 15 2509
4 16 4907
4 17 955
4 18 3630
4 19 4566
4 20 2064
4 21 609
4 22 3740
4 23 4129
4 24 1515
4 25 2218
4 26 6364
4 27 527
4 28 3385
4 29 6962
4 30 7326
4 31 5597
4 32 2194
4 33 5196
4 34 5870
4 35 1123
4 36 4250
4 37 356
4 38 4475
4 39 6373
4 40 3475
4 41 4230
4 42 532
4 43 6558
4 44 6541
4 45 636
4 46 4892
4 47 1357
4 48 2175
4 49 1203
5 0 1400
5 1 725
5 2 4022
5 3 160
5 4 437
5 6 4338
5 7 1751
5 8 382
5 9 3095
5 10 1390
5 11 863
5 12 1224
5 13 5685
5 14 3149
5 15 2816
5 16 6693
5 17 5229
5 18 6516
5 19 94
5 20 261
5 21 3413
5 22 3650
5 23 3992
5 24 4191
5 25 7288
5 26 2084
5 27 4987
5 28 6384
5 29 831
5 30 6142
5 31 2271
5 32 5522
5 33 6770
5 34 997
5 35 4319
5 36 648
5 37 5627
5 38 3090
5 39 1787
5 40 3759
5 41 6762
5 42 4064
5 43 3704
5 44 3511
5 45 1908
5 46 224
5 47 7211
5 48 2023
5 49 928
6 0 6718
6 1 1832
6 2 2768
6 3 4031
6 4 1001
6 5 6951
6 7 1679
6 8 4252
6 9 5900
6 10 1441
6 11 6116
6 12 3929
6 13 4175
6 14 1462
6 15 3302
6 16 6690
6 17 5202
6 18 1492
6 19 6097
6 20 3830
6 21 1666
6 22 6202
6 23 1573
6 24 6469
6 25 923
6 26 2871
6 27 259
6 28 3924
6 29 4839
6 30 5533
6 31 5613
6 32 7340
6 33 5608
6 34 5048
6 35 4927
6 36 3733
6 37 6271
6 38 2362
6 39 3301
6 40 4510
6 41 6439
6 42 5222
6 43 1964
6 44 5827
6 45 4901
6 46 3642
6 47 1058
6 48 1356
6 49 1053
7 0 2702
7 1 53
7 2 2074
7 3 4335
7 4 4790
7 5 1083
7 6 3695
7 8 984
7 9 1431
7 10 6893
7 11 739
7 12 5892
7 13 5282
7 14 3339
7 15 2276
7 16 3042
7 17 6
7 18 1086
7 19 5050
7 20 4204
7 21 4152
7 22 272
7 23 4705
7 24 504
7 25 854
7 26 525
7 27 6671
7 28 5134
7 29 5124
7 30 2247
7 31 6782
7 32 2939
7 33 198
7 34 3728
7 35 1432
7 36 2450
7 37 6310
7 38 4789
7 39 4837
7 40 7145
7 41 1696
7 42 3816
7 43 6835
7 44 6842
7 45 5682
7 46 2794
7 47 2259
7 48 6750
7 49 1912
8 0 244
8 1 6972
8 2 2812
8 3 3736
