50 2450
0 1 263
0 2 4219
0 3 5576
0 4 3069
0 5 2530
0 6 2288
0 7 6349
0 8 7184
0 9 1191
0 10 1343
0 11 1866
0 12 700
0 13 85
0 14 3824
0 15 425
0 16 4722
0 17 5897
0 18 6948
0 19 3109
0 20 2136
0 21 6694
0 22 6678
0 23 1661
0 24 5766
0 25 4830
0 26 2067
0 27 2684
0 28 4666
0 29 4622
0 30 1224
0 31 6923
0 32 15
0 33 6497
0 34 5541
0 35 2964
0 36 2335
0 37 7169
0 38 2707
0 39 2335
0 40 3105
0 41 2203
0 42 4252
0 43 3345
0 44 2330
0 45 7317
0 46 7096
0 47 5214
0 48 1326
0 49 471
1 0 4854
1 2 1017
1 3 2669
1 4 1548
1 5 954
1 6 206
1 7 4074
1 8 3894
1 9 1731
1 10 734
1 11 3497
1 12 3521
1 13 2332
1 14 1023
1 15 5502
1 16 2723
1 17 3794
1 18 3471
1 19 3054
1 20 2779
1 21 5374
1 22 2758
1 23 2179
1 24 5180
1 25 1471
1 26 6958
1 27 6663
1 28 7317
1 29 1604
1 30 4199
1 31 902
1 32 2378
1 33 3410
1 34 1843
1 35 6586
1 36 1172
1 37 4580
1 38 3305
1 39 1222
1 40 6975
1 41 2420
1 42 7039
1 43 2658
1 44 5967
1 45 4604
1 46 6455
1 47 1157
1 48 4510
1 49 1978
2 0 3970
2 1 4508
2 3 6238
2 4 6926
2 5 6063
2 6 1334
2 7 568
2 8 7043
2 9 2424
2 10 3570
2 11 197
2 12 5296
2 13 5013
2 14 3449
2 15 6562
2 16 2026
2 17 5455
2 18 1851
2 19 1889
2 20 557
2 21 4004
2 22 2841
2 23 3437
2 24 1860
2 25 4855
2 26 4160
2 27 5850
2 28 5557
2 29 2813
2 30 1364
2 31 5724
2 32 1127
2 33 1269
2 34 6310
2 35 6505
2 36 1842
2 37 5535
2 38 6748
2 39 390
2 40 3873
2 41 5861
2 42 6479
2 43 6924
2 44 7177
2 45 1302
2 46 2078
2 47 5663
2 48 894
2 49 2520
3 0 1367
3 1 5887
3 2 240
3 4 1379
3 5 4767
3 6 2084
3 7 2211
3 8 5427
3 9 4368
3 10 6295
3 11 7090
3 12 5524
3 13 3155
3 14 2466
3 15 5507
3 16 6325
3 17 5814
3 18 3578
3 19 3757
3 20 4905
3 21 4545
3 22 46
3 23 3479
3 24 1494
3 25 4387
3 26 3712
3 27 5472
3 28 700
3 29 6915
3 30 2960
3 31 6720
3 32 6607
3 33 3958
3 34 3189
3 35 3319
3 36 3216
3 37 2837
3 38 2102
3 39 279
3 40 -20
3 41 6527
3 42 6160
3 43 742
3 44 1874
3 45 4249
3 46 162
3 47 645
3 48 6407
3 49 2490
4 0 5871
4 1 1261
4 2 6666
4 3 2986
4 5 4840
4 6 4055
4 7 4509
4 8 6425
4 9 6683
4 10 1210
4 11 6274
4 12 5109
4 13 2193
4 14 4882
4 15 5509
4 16 3420
4 17 2198
4 18 6452
4 19 3405
4 20 3644
4 21 2905
4 22 5944
4 23 4626
4 24 4312
4 25 4359
4 26 5283
4 27 5697
4 28 255
4 29 1550
4 30 1495
4 31 7031
4 32 4975
4 33 3216
4 34 1643
4 35 4217
4 36 1799
4 37 1246
4 38 3001
4 39 5825
4 40 4465
4 41 2548
4 42 7217
4 43 1442
4 44 1951
4 45 2525
4 46 604
4 47 6122
4 48 604
4 49 3812
5 0 6314
5 1 6652
5 2 2528
5 3 1554
5 4 2431
5 6 7167
5 7 3902
5 8 7109
5 9 7006
5 10 5772
5 11 749
5 12 2759
5 13 3633
5 14 2452
5 15 6250
5 16 5065
5 17 5174
5 18 4192
5 19 5436
5 20 2046
5 21 6432
5 22 608
5 23 2084
5 24 148
5 25 2263
5 26 3116
5 27 1196
5 28 5948
5 29 5058
5 30 3013
5 31 4185
5 32 3312
5 33 3441
5 34 2939
5 35 7213
5 36 1805
5 37 3549
5 38 6120
5 39 4058
5 40 4546
5 41 801
5 42 5069
5 43 1332
5 44 2561
5 45 3668
5 46 4410
5 47 3900
5 48 4710
5 49 7026
6 0 6395
6 1 4689
6 2 7030
6 3 5224
6 4 5780
6 5 6406
6 7 931
6 8 4465
6 9 4591
6 10 6839
6 11 5690
6 12 6958
6 13 7260
6 14 2299
6 15 6429
6 16 5301
6 17 3203
6 18 4693
6 19 1593
6 20 4175
6 21 6052
6 22 4909
6 23 5030
6 24 2648
6 25 5386
6 26 2765
6 27 5423
6 28 879
6 29 4608
6 30 4500
6 31 5987
6 32 1642
6 33 109
6 34 4278
6 35 81
6 36 1559
6 37 2425
6 38 2661
6 39 3269
6 40 7061
6 41 3039
6 42 3326
6 43 920
6 44 398
6 45 6462
6 46 2031
6 47 1253
6 48 5451
6 49 94
7 0 2177
7 1 2725
7 2 2438
7 3 863
7 4 841
7 5 1588
7 6 4394
7 8 7026
7 9 3693
7 10 2763
7 11 4647
7 12 851
7 13 5059
7 14 3578
7 15 6576
7 16 1665
7 17 6959
7 18 984
7 19 2871
7 20 1465
7 21 4062
7 22 1926
7 23 694
7 24 4254
7 25 607
7 26 3117
7 27 1880
7 28 5119
7 29 5694
7 30 5157
7 31 2251
7 32 6919
7 33 3799
7 34 3258
7 35 1988
7 36 3310
7 37 5443
7 38 320
7 39 4201
7 40 4098
7 41 5183
7 42 2660
7 43 7152
7 44 5599
7 45 3223
7 46 7043
7 47 5738
7 48 6559
7 49 287
8 0 6437
8 1 7050
8 2 3377
8 3 243
8 4 2923
8 5 4868
8 6 6580
8 7 4594
8 9 5596
8 10 1719
8 11 1564
8 12 591
8 13 2001
8 14 4235
8 15 6549
8 16 5613
8 17 2822
8 18 4975
8 19 4574
8 20 6037
8 21 4852
8 22 4414
8 23 3150
8 24 1402
8 25 3179
8 26 7164
8 27 3126
8 28 3361
8 29 2933
8 30 1088
8 31 2173
8 32 5802
8 33 3139
8 34 1067
8 35 4152
8 36 3030
8 37 5044
8 38 631
8 39 1741
8 40 5551
8 41 6437
8 42 7023
8 43 6891
8 44 1848
8 45 6771
8 46 745
8 47 57
8 48 5640
8 49 2507
9 0 5092
9 1 625
9 2 3228
9 3 5468
9 4 5743
9 5 1901
9 6 461
